order_id,user_id,order_ts,is_promo,discount_rate,promo_id
O_43,19961,2022-02-28 18:33:48,0,0.0,
O_44,20206,2022-01-09 11:17:36,0,0.0,
O_45,23611,2022-06-27 20:57:00,0,0.0,
O_46,24043,2022-04-21 12:36:12,0,0.0,
O_47,24043,2022-05-14 11:38:17,0,0.0,
O_48,26335,2022-04-12 09:32:47,0,0.0,
O_49,26489,2022-02-26 13:12:03,0,0.0,
O_50,26489,2022-04-21 17:06:08,0,0.0,
O_51,28587,2022-06-05 18:46:45,0,0.0,
O_52,29001,2022-01-07 12:33:34,0,0.0,
O_53,29001,2022-01-18 11:31:57,0,0.0,
O_54,10636,2022-02-14 15:09:35,0,0.0,
O_55,11121,2022-03-24 21:58:31,0,0.0,
O_56,14131,2022-02-27 13:17:06,0,0.0,
O_57,21148,2022-01-26 12:00:02,0,0.0,
O_58,22483,2022-05-19 13:16:08,0,0.0,
O_59,22772,2022-04-04 16:26:22,0,0.0,
O_60,23812,2022-03-09 21:47:25,0,0.0,
O_61,23812,2022-04-19 14:36:44,0,0.0,
O_62,25827,2022-01-08 16:53:04,0,0.0,
O_63,26480,2022-05-14 18:53:00,0,0.0,
O_64,642,2022-04-07 21:11:10,0,0.0,
O_65,3151,2022-06-20 15:10:34,0,0.0,
O_66,9386,2022-01-08 19:38:19,0,0.0,
O_67,13219,2022-01-23 17:46:08,0,0.0,
O_68,14436,2022-06-08 09:03:34,0,0.0,
O_69,14470,2022-05-15 10:37:38,0,0.0,
O_70,14670,2022-05-01 08:18:24,0,0.0,
O_71,18092,2022-01-19 10:09:42,0,0.0,
O_72,19576,2022-04-18 17:17:45,0,0.0,
O_73,19576,2022-04-27 11:56:55,0,0.0,
O_74,21486,2022-06-15 22:19:01,0,0.0,
O_75,22486,2022-01-29 13:08:17,0,0.0,
O_76,26757,2022-03-25 10:03:53,0,0.0,
O_77,27230,2022-02-22 22:46:34,0,0.0,
O_78,27445,2022-06-01 22:48:58,0,0.0,
O_79,28935,2022-05-29 15:58:32,0,0.0,
O_80,975,2022-04-24 19:45:26,0,0.0,
O_81,13426,2022-04-12 14:38:57,0,0.0,
O_82,16386,2022-03-26 16:17:31,0,0.0,
O_83,16386,2022-04-26 21:01:09,0,0.0,
O_84,16386,2022-05-02 11:24:57,0,0.0,
O_85,16386,2022-06-03 11:47:12,0,0.0,
O_86,29498,2022-05-11 09:58:35,0,0.0,
O_87,1570,2022-01-31 21:01:40,0,0.0,
O_88,2010,2022-02-19 16:57:25,0,0.0,
O_89,6684,2022-01-13 12:23:29,0,0.0,
O_90,8912,2022-04-30 09:33:36,0,0.0,
O_91,9069,2022-04-27 18:58:02,0,0.0,
O_92,9338,2022-03-06 22:56:21,0,0.0,
O_93,9338,2022-07-01 12:50:40,0,0.0,
O_94,9502,2022-02-08 22:05:42,0,0.0,
O_95,13210,2022-01-25 21:41:43,0,0.0,
O_96,15168,2022-02-04 20:44:24,0,0.0,
O_97,16060,2022-02-06 13:58:53,0,0.0,
O_98,16060,2022-04-06 13:55:30,0,0.0,
O_99,16823,2022-02-25 09:49:09,0,0.0,
O_100,20214,2022-01-31 08:03:17,0,0.0,
O_101,22110,2022-02-27 17:40:19,0,0.0,
O_102,22555,2022-05-09 09:46:37,0,0.0,
O_103,22555,2022-06-16 09:39:22,0,0.0,
O_104,23398,2022-02-21 16:18:38,0,0.0,
O_105,25259,2022-04-30 14:29:49,0,0.0,
O_106,28947,2022-03-08 15:26:33,0,0.0,
O_107,3231,2022-07-05 18:30:23,0,0.0,
O_108,7281,2022-02-07 19:47:12,0,0.0,
O_109,7954,2022-01-31 08:55:56,0,0.0,
O_110,8827,2022-03-19 08:34:29,0,0.0,
O_111,14021,2022-02-23 19:16:55,0,0.0,
O_112,21247,2022-01-30 19:27:08,0,0.0,
O_113,24686,2022-03-11 11:23:55,0,0.0,
O_114,26949,2022-01-09 11:59:50,0,0.0,
O_115,2806,2022-01-16 10:52:40,0,0.0,
O_116,11834,2022-02-02 13:56:18,0,0.0,
O_117,13689,2022-02-27 09:52:46,0,0.0,
O_118,14118,2022-01-22 22:12:57,0,0.0,
O_119,19497,2022-02-01 09:41:25,0,0.0,
O_120,4351,2022-02-01 17:21:03,0,0.0,
O_121,7142,2022-04-30 21:18:08,0,0.0,
O_122,9608,2022-07-07 22:37:19,0,0.0,
O_123,9867,2022-01-27 13:29:56,0,0.0,
O_124,10239,2022-07-09 12:40:00,0,0.0,
O_125,12976,2022-02-16 18:01:01,0,0.0,
O_126,14356,2022-02-13 20:44:50,0,0.0,
O_127,14356,2022-02-22 13:52:33,0,0.0,
O_128,17645,2022-01-26 20:57:06,0,0.0,
O_129,17830,2022-06-30 19:16:15,0,0.0,
O_130,19930,2022-05-30 08:42:26,0,0.0,
O_131,19950,2022-02-01 19:34:48,0,0.0,
O_132,25394,2022-01-18 11:34:19,0,0.0,
O_133,28288,2022-04-24 17:13:31,0,0.0,
O_134,2571,2022-03-28 20:27:40,0,0.0,
O_135,6680,2022-01-17 09:21:28,0,0.0,
O_136,9938,2022-03-03 10:27:20,0,0.0,
O_137,10575,2022-01-22 13:57:55,0,0.0,
O_138,10893,2022-05-27 20:55:15,0,0.0,
O_139,10893,2022-05-30 12:44:17,0,0.0,
O_140,15224,2022-07-04 17:14:35,0,0.0,
O_141,16107,2022-06-23 17:24:28,0,0.0,
O_142,16396,2022-03-26 18:35:25,0,0.0,
O_143,16581,2022-01-27 08:51:14,0,0.0,
O_144,16581,2022-05-15 16:16:57,0,0.0,
O_145,16581,2022-06-21 10:53:11,0,0.0,
O_146,27219,2022-05-06 22:39:48,0,0.0,
O_147,28291,2022-01-29 11:01:48,0,0.0,
O_148,414,2022-04-15 20:32:03,0,0.0,
O_149,455,2022-01-21 08:35:24,0,0.0,
O_150,455,2022-02-11 10:49:40,0,0.0,
O_151,455,2022-03-06 09:29:52,0,0.0,
O_152,455,2022-06-11 09:26:51,0,0.0,
O_153,11502,2022-03-08 15:29:45,0,0.0,
O_154,11512,2022-06-10 22:35:30,0,0.0,
O_155,13292,2022-03-09 08:52:31,0,0.0,
O_156,14279,2022-05-18 14:49:10,0,0.0,
O_157,20129,2022-05-05 20:07:49,0,0.0,
O_158,27973,2022-03-31 14:57:36,0,0.0,
O_159,28506,2022-05-26 12:00:12,0,0.0,
O_160,3097,2022-05-01 18:25:25,0,0.0,
O_161,5128,2022-02-02 20:36:57,0,0.0,
O_162,5128,2022-02-24 16:16:25,0,0.0,
O_163,5803,2022-01-19 16:45:20,0,0.0,
O_164,7917,2022-01-25 22:29:02,0,0.0,
O_165,9287,2022-02-06 22:54:38,0,0.0,
O_166,9682,2022-01-21 20:57:56,0,0.0,
O_167,12670,2022-02-27 15:04:38,0,0.0,
O_168,13659,2022-03-02 21:29:30,0,0.0,
O_169,19163,2022-01-26 16:58:58,0,0.0,
O_170,19524,2022-06-05 14:24:12,0,0.0,
O_171,19966,2022-03-29 18:45:40,0,0.0,
O_172,29442,2022-03-24 22:37:09,0,0.0,
O_173,29963,2022-06-02 20:33:51,0,0.0,
O_174,2923,2022-01-22 18:12:28,0,0.0,
O_175,2923,2022-04-05 18:59:45,0,0.0,
O_176,6908,2022-02-18 10:51:06,0,0.0,
O_177,6908,2022-05-14 21:17:52,0,0.0,
O_178,17886,2022-04-02 09:32:16,0,0.0,
O_179,18297,2022-03-10 20:37:00,0,0.0,
O_180,18297,2022-05-16 09:33:11,0,0.0,
O_181,18297,2022-06-21 19:15:17,0,0.0,
O_182,20404,2022-06-23 19:13:21,0,0.0,
O_183,23211,2022-04-02 12:18:34,0,0.0,
O_184,23277,2022-06-10 19:39:53,0,0.0,
O_185,26198,2022-01-23 17:21:30,0,0.0,
O_186,26198,2022-04-16 21:34:03,0,0.0,
O_187,26771,2022-01-20 17:57:37,0,0.0,
O_188,29698,2022-03-02 12:46:42,0,0.0,
O_189,8101,2022-04-20 19:31:16,0,0.0,
O_190,8191,2022-02-21 18:14:53,0,0.0,
O_191,13582,2022-01-19 15:47:06,0,0.0,
O_192,17513,2022-07-12 11:24:11,0,0.0,
O_193,22239,2022-04-20 22:02:40,0,0.0,
O_194,27605,2022-01-20 14:28:31,0,0.0,
O_195,28011,2022-01-23 10:53:14,0,0.0,
O_196,2381,2022-05-29 22:55:06,0,0.0,
O_197,4641,2022-03-24 21:48:09,0,0.0,
O_198,4641,2022-06-08 18:12:30,0,0.0,
O_199,5770,2022-02-21 09:54:18,0,0.0,
O_200,5770,2022-03-03 22:34:09,0,0.0,
O_201,6628,2022-04-12 09:07:03,0,0.0,
O_202,7199,2022-01-19 19:07:13,0,0.0,
O_203,7710,2022-01-25 16:49:31,0,0.0,
O_204,7751,2022-01-20 20:02:58,0,0.0,
O_205,11636,2022-02-26 08:13:21,0,0.0,
O_206,17084,2022-06-10 12:28:37,0,0.0,
O_207,18013,2022-01-19 12:17:10,0,0.0,
O_208,18013,2022-02-10 09:31:10,0,0.0,
O_209,18013,2022-03-10 18:26:42,0,0.0,
O_210,18013,2022-05-21 15:00:31,0,0.0,
O_211,22650,2022-05-30 22:13:31,0,0.0,
O_212,22857,2022-03-19 17:13:38,0,0.0,
O_213,22857,2022-03-22 17:52:30,0,0.0,
O_214,22857,2022-06-23 21:23:25,0,0.0,
O_215,24555,2022-04-23 09:02:06,0,0.0,
O_216,29726,2022-01-18 19:30:46,0,0.0,
O_217,3246,2022-02-09 16:50:00,0,0.0,
O_218,9272,2022-02-23 20:55:26,0,0.0,
O_219,9272,2022-03-25 21:51:56,0,0.0,
O_220,9634,2022-06-29 08:49:53,0,0.0,
O_221,11849,2022-05-29 19:31:25,0,0.0,
O_222,11849,2022-07-04 13:52:42,0,0.0,
O_223,12694,2022-03-01 12:10:49,0,0.0,
O_224,18134,2022-03-03 18:39:17,0,0.0,
O_225,19934,2022-05-16 08:53:33,0,0.0,
O_226,23362,2022-02-20 14:02:28,0,0.0,
O_227,734,2022-04-24 08:57:05,0,0.0,
O_228,3924,2022-05-04 17:22:14,0,0.0,
O_229,4230,2022-01-31 16:54:36,0,0.0,
O_230,4230,2022-04-19 08:12:00,0,0.0,
O_231,4230,2022-05-27 10:41:51,0,0.0,
O_232,4230,2022-07-13 14:10:07,0,0.0,
O_233,5597,2022-05-18 16:09:24,0,0.0,
O_234,7017,2022-04-01 17:39:49,0,0.0,
O_235,10453,2022-01-28 13:43:51,0,0.0,
O_236,13235,2022-02-26 14:08:20,0,0.0,
O_237,13235,2022-03-28 19:43:28,0,0.0,
O_238,13235,2022-04-19 17:00:47,0,0.0,
O_239,18173,2022-03-15 15:41:34,0,0.0,
O_240,26498,2022-02-28 14:40:04,0,0.0,
O_241,1656,2022-01-21 20:42:19,0,0.0,
O_242,1656,2022-04-05 14:05:40,0,0.0,
O_243,2572,2022-01-26 12:33:18,0,0.0,
O_244,2655,2022-02-04 12:43:50,0,0.0,
O_245,2909,2022-02-25 16:42:51,0,0.0,
O_246,3726,2022-04-08 23:02:53,0,0.0,
O_247,12659,2022-04-23 21:28:30,0,0.0,
O_248,13622,2022-03-25 11:33:02,0,0.0,
O_249,13622,2022-05-04 10:34:21,0,0.0,
O_250,13622,2022-05-25 13:04:43,0,0.0,
O_251,13871,2022-01-25 19:32:50,0,0.0,
O_252,16906,2022-02-16 08:49:29,0,0.0,
O_253,18512,2022-03-20 11:32:52,0,0.0,
O_254,20550,2022-03-07 21:07:21,0,0.0,
O_255,21196,2022-04-24 10:52:07,0,0.0,
O_256,23255,2022-02-19 15:20:40,0,0.0,
O_257,28574,2022-03-20 13:26:52,0,0.0,
O_258,475,2022-02-18 08:25:17,0,0.0,
O_259,1961,2022-06-25 16:48:09,0,0.0,
O_260,4027,2022-01-21 22:19:05,0,0.0,
O_261,5028,2022-01-27 13:57:58,0,0.0,
O_262,6552,2022-04-12 10:58:02,0,0.0,
O_263,8740,2022-03-24 09:30:32,0,0.0,
O_264,9159,2022-02-22 08:22:42,0,0.0,
O_265,9159,2022-06-13 14:50:58,0,0.0,
O_266,9159,2022-07-07 15:42:06,0,0.0,
O_267,10527,2022-03-13 14:40:07,0,0.0,
O_268,15637,2022-07-11 13:30:38,0,0.0,
O_269,16551,2022-01-22 22:27:30,0,0.0,
O_270,18053,2022-02-22 16:26:06,0,0.0,
O_271,18053,2022-03-08 22:03:57,0,0.0,
O_272,18749,2022-06-11 09:46:28,0,0.0,
O_273,23694,2022-04-25 13:20:12,0,0.0,
O_274,23694,2022-07-15 21:00:13,0,0.0,
O_275,25910,2022-02-12 19:07:08,0,0.0,
O_276,26622,2022-02-24 10:48:39,0,0.0,
O_277,28660,2022-05-13 10:07:24,0,0.0,
O_278,4944,2022-03-28 09:41:08,0,0.0,
O_279,6877,2022-03-28 09:14:23,0,0.0,
O_280,9635,2022-05-15 08:30:33,0,0.0,
O_281,10538,2022-01-24 19:39:24,0,0.0,
O_282,11199,2022-01-28 22:34:12,0,0.0,
O_283,11199,2022-06-23 08:33:28,0,0.0,
O_284,12765,2022-02-03 16:16:16,0,0.0,
O_285,12922,2022-03-18 21:51:27,0,0.0,
O_286,12922,2022-04-13 14:27:45,0,0.0,
O_287,16075,2022-02-24 20:38:11,0,0.0,
O_288,16075,2022-03-11 12:24:24,0,0.0,
O_289,16075,2022-03-14 11:19:01,0,0.0,
O_290,16075,2022-04-14 13:12:50,0,0.0,
O_291,16075,2022-04-24 19:44:30,0,0.0,
O_292,19169,2022-04-02 20:34:14,0,0.0,
O_293,24159,2022-07-16 19:19:17,0,0.0,
O_294,26232,2022-03-20 18:42:25,0,0.0,
O_295,26232,2022-07-07 19:55:00,0,0.0,
O_296,1860,2022-01-31 09:55:40,0,0.0,
O_297,9690,2022-06-25 20:39:56,0,0.0,
O_298,14425,2022-02-03 18:26:13,0,0.0,
O_299,358,2022-02-04 15:46:02,0,0.0,
O_300,358,2022-06-21 13:35:23,0,0.0,
O_301,4229,2022-07-04 20:47:34,0,0.0,
O_302,4684,2022-06-02 17:57:53,0,0.0,
O_303,5510,2022-05-06 12:57:42,0,0.0,
O_304,13390,2022-03-09 12:18:33,0,0.0,
O_305,13816,2022-06-20 17:06:57,0,0.0,
O_306,17627,2022-07-04 13:21:21,0,0.0,
O_307,22084,2022-05-04 22:47:40,0,0.0,
O_308,22084,2022-05-23 09:19:16,0,0.0,
O_309,22566,2022-05-05 16:40:09,0,0.0,
O_310,28475,2022-04-19 13:33:02,0,0.0,
O_311,1013,2022-03-27 21:24:33,0,0.0,
O_312,1013,2022-04-02 08:20:06,0,0.0,
O_313,1924,2022-04-14 15:05:45,0,0.0,
O_314,2110,2022-04-01 13:14:33,0,0.0,
O_315,3699,2022-01-26 13:03:24,0,0.0,
O_316,4928,2022-05-01 21:19:13,0,0.0,
O_317,4928,2022-05-19 18:18:27,0,0.0,
O_318,5203,2022-03-09 10:32:45,0,0.0,
O_319,5754,2022-03-04 22:03:04,0,0.0,
O_320,5754,2022-06-14 17:48:51,0,0.0,
O_321,6515,2022-03-16 11:11:55,0,0.0,
O_322,9942,2022-02-18 15:07:14,0,0.0,
O_323,9942,2022-06-19 18:53:16,0,0.0,
O_324,13301,2022-03-22 19:00:19,0,0.0,
O_325,14741,2022-04-07 14:26:00,0,0.0,
O_326,15351,2022-02-10 15:51:53,0,0.0,
O_327,16521,2022-07-01 10:51:46,0,0.0,
O_328,16521,2022-07-17 08:04:14,0,0.0,
O_329,20019,2022-06-17 19:41:33,0,0.0,
O_330,20419,2022-02-05 15:17:36,0,0.0,
O_331,20941,2022-03-02 14:33:46,0,0.0,
O_332,21656,2022-02-10 20:49:29,0,0.0,
O_333,25287,2022-01-29 20:32:04,0,0.0,
O_334,26086,2022-02-23 22:16:18,0,0.0,
O_335,26742,2022-02-18 15:32:24,0,0.0,
O_336,26808,2022-03-01 11:23:22,0,0.0,
O_337,26950,2022-03-16 13:57:05,0,0.0,
O_338,177,2022-04-14 08:29:21,0,0.0,
O_339,3706,2022-04-22 14:43:22,0,0.0,
O_340,3706,2022-05-09 12:18:55,0,0.0,
O_341,4309,2022-02-15 10:56:49,0,0.0,
O_342,8061,2022-04-24 22:09:17,0,0.0,
O_343,12117,2022-03-20 12:28:47,0,0.0,
O_344,17703,2022-01-26 20:45:37,0,0.0,
O_345,18731,2022-02-21 10:40:16,0,0.0,
O_346,18807,2022-01-29 21:59:47,0,0.0,
O_347,23093,2022-02-01 17:50:07,0,0.0,
O_348,25043,2022-06-28 09:02:03,0,0.0,
O_349,25053,2022-03-23 11:52:04,0,0.0,
O_350,28839,2022-01-30 12:09:46,0,0.0,
O_351,29995,2022-04-27 10:58:49,0,0.0,
O_352,2374,2022-05-05 20:06:10,0,0.0,
O_353,7620,2022-04-29 19:37:27,0,0.0,
O_354,11090,2022-02-01 11:11:21,0,0.0,
O_355,13728,2022-05-17 10:09:35,0,0.0,
O_356,17070,2022-04-01 14:33:16,0,0.0,
O_357,18954,2022-07-08 20:12:39,0,0.0,
O_358,24444,2022-02-07 14:32:34,0,0.0,
O_359,24444,2022-03-14 08:51:50,0,0.0,
O_360,24444,2022-04-06 20:54:25,0,0.0,
O_361,26781,2022-07-08 11:21:21,0,0.0,
O_362,27573,2022-03-05 08:48:28,0,0.0,
O_363,28447,2022-03-03 11:05:06,0,0.0,
O_364,28447,2022-04-01 09:02:27,0,0.0,
O_365,29849,2022-03-09 10:30:14,0,0.0,
O_366,29849,2022-06-17 14:07:52,0,0.0,
O_367,669,2022-03-18 08:46:56,0,0.0,
O_368,848,2022-06-19 10:35:03,0,0.0,
O_369,5479,2022-04-28 21:16:53,0,0.0,
O_370,5544,2022-02-02 13:19:16,0,0.0,
O_371,7345,2022-07-05 10:32:11,0,0.0,
O_372,8369,2022-04-14 20:06:02,0,0.0,
O_373,11426,2022-07-17 17:35:28,0,0.0,
O_374,14362,2022-04-19 10:44:54,0,0.0,
O_375,19152,2022-03-07 16:37:37,0,0.0,
O_376,19152,2022-05-14 12:43:29,0,0.0,
O_377,19152,2022-05-28 18:56:18,0,0.0,
O_378,21326,2022-06-01 18:18:08,0,0.0,
O_379,22069,2022-07-15 14:38:28,0,0.0,
O_380,22350,2022-04-19 14:12:57,0,0.0,
O_381,23059,2022-02-20 16:05:22,0,0.0,
O_382,23925,2022-02-25 11:19:55,0,0.0,
O_383,23925,2022-04-19 22:51:59,0,0.0,
O_384,173,2022-03-02 13:11:58,0,0.0,
O_385,173,2022-03-18 11:03:10,0,0.0,
O_386,173,2022-03-30 21:31:21,0,0.0,
O_387,173,2022-07-05 15:14:56,0,0.0,
O_388,173,2022-07-25 20:02:33,0,0.0,
O_389,5659,2022-04-12 22:49:04,0,0.0,
O_390,5994,2022-02-27 22:34:51,0,0.0,
O_391,6531,2022-07-06 21:13:52,0,0.0,
O_392,6775,2022-02-14 10:34:04,0,0.0,
O_393,6873,2022-04-09 08:33:47,0,0.0,
O_394,14416,2022-05-15 17:44:04,0,0.0,
O_395,19447,2022-06-07 16:48:14,0,0.0,
O_396,23600,2022-06-01 22:54:47,0,0.0,
O_397,25665,2022-02-15 20:24:33,0,0.0,
O_398,26860,2022-04-10 09:20:47,0,0.0,
O_399,29192,2022-06-26 14:10:12,0,0.0,
O_400,14286,2022-03-16 15:37:27,0,0.0,
O_401,15008,2022-01-31 17:52:55,0,0.0,
O_402,17444,2022-02-06 12:18:46,0,0.0,
O_403,17608,2022-02-12 10:15:38,0,0.0,
O_404,17608,2022-07-14 12:50:05,0,0.0,
O_405,17608,2022-07-23 13:07:00,0,0.0,
O_406,21349,2022-06-01 21:29:20,0,0.0,
O_407,21950,2022-04-14 22:38:17,0,0.0,
O_408,22182,2022-04-24 22:04:38,0,0.0,
O_409,23273,2022-02-25 11:05:29,0,0.0,
O_410,29428,2022-03-05 20:30:18,0,0.0,
O_411,29428,2022-04-17 15:02:22,0,0.0,
O_412,7165,2022-02-24 18:26:55,0,0.0,
O_413,9102,2022-03-22 15:34:00,0,0.0,
O_414,9102,2022-05-13 10:55:02,0,0.0,
O_415,14360,2022-04-01 11:23:33,0,0.0,
O_416,14397,2022-05-17 20:49:09,0,0.0,
O_417,15619,2022-02-12 13:42:10,0,0.0,
O_418,15619,2022-06-14 18:58:27,0,0.0,
O_419,15619,2022-07-23 17:39:13,0,0.0,
O_420,18175,2022-05-07 08:41:36,0,0.0,
O_421,18271,2022-07-21 10:32:33,0,0.0,
O_422,18658,2022-04-09 22:20:40,0,0.0,
O_423,18658,2022-05-03 18:41:08,0,0.0,
O_424,18790,2022-02-11 19:58:57,0,0.0,
O_425,18933,2022-03-27 18:15:24,0,0.0,
O_426,26827,2022-02-02 22:28:13,0,0.0,
O_427,6468,2022-04-03 10:52:02,0,0.0,
O_428,6639,2022-02-07 18:19:25,0,0.0,
O_429,6639,2022-06-28 12:04:52,0,0.0,
O_430,8332,2022-03-13 16:25:50,0,0.0,
O_431,12997,2022-06-12 17:18:37,0,0.0,
O_432,12997,2022-06-21 14:39:19,0,0.0,
O_433,14551,2022-05-08 13:58:14,0,0.0,
O_434,16137,2022-04-30 08:32:50,0,0.0,
O_435,26081,2022-05-27 22:17:29,0,0.0,
O_436,27972,2022-02-03 19:46:26,0,0.0,
O_437,1678,2022-07-11 22:45:41,0,0.0,
O_438,1921,2022-02-05 22:20:53,0,0.0,
O_439,2046,2022-07-23 13:26:15,0,0.0,
O_440,3400,2022-02-03 17:14:56,0,0.0,
O_441,6147,2022-04-23 13:03:50,0,0.0,
O_442,8988,2022-03-25 20:39:06,0,0.0,
O_443,9118,2022-03-19 14:51:32,0,0.0,
O_444,10614,2022-05-31 19:45:27,0,0.0,
O_445,16387,2022-03-27 14:56:28,0,0.0,
O_446,17041,2022-07-25 13:30:16,0,0.0,
O_447,17975,2022-03-15 10:21:32,0,0.0,
O_448,17975,2022-03-18 14:58:01,0,0.0,
O_449,18833,2022-07-09 09:37:27,0,0.0,
O_450,20770,2022-02-14 19:15:40,0,0.0,
O_451,20771,2022-06-13 17:53:32,0,0.0,
O_452,23867,2022-02-23 20:29:20,0,0.0,
O_453,23867,2022-04-04 14:25:11,0,0.0,
O_454,23867,2022-05-26 17:36:56,0,0.0,
O_455,24905,2022-02-22 19:13:51,0,0.0,
O_456,24905,2022-04-08 14:44:23,0,0.0,
O_457,24905,2022-07-15 08:35:23,0,0.0,
O_458,25850,2022-03-20 14:23:54,0,0.0,
O_459,25850,2022-07-24 10:25:46,0,0.0,
O_460,26479,2022-02-12 13:50:08,0,0.0,
O_461,28140,2022-04-18 08:59:45,0,0.0,
O_462,2058,2022-05-08 15:26:49,0,0.0,
O_463,5034,2022-03-12 16:44:05,0,0.0,
O_464,5448,2022-02-12 17:38:44,0,0.0,
O_465,5448,2022-07-13 11:14:23,0,0.0,
O_466,5448,2022-07-16 10:53:28,0,0.0,
O_467,5846,2022-02-10 16:33:02,0,0.0,
O_468,9371,2022-03-16 11:07:54,0,0.0,
O_469,9371,2022-07-05 14:58:57,0,0.0,
O_470,13409,2022-03-22 19:23:19,0,0.0,
O_471,15083,2022-07-07 21:57:04,0,0.0,
O_472,18707,2022-05-16 09:41:32,0,0.0,
O_473,18707,2022-05-23 10:13:37,0,0.0,
O_474,18707,2022-07-31 16:01:10,0,0.0,
O_475,21081,2022-07-01 15:25:02,0,0.0,
O_476,22025,2022-02-24 10:41:10,0,0.0,
O_477,22025,2022-04-07 20:30:22,0,0.0,
O_478,25423,2022-03-13 12:58:16,0,0.0,
O_479,29132,2022-04-02 11:06:01,0,0.0,
O_480,29851,2022-05-20 22:14:47,0,0.0,
O_481,529,2022-03-18 14:37:26,0,0.0,
O_482,886,2022-06-25 10:53:22,0,0.0,
O_483,3477,2022-06-13 09:53:57,0,0.0,
O_484,8178,2022-06-11 08:59:52,0,0.0,
O_485,9579,2022-05-08 16:04:11,0,0.0,
O_486,11743,2022-02-14 12:41:15,0,0.0,
O_487,19732,2022-03-20 18:16:01,0,0.0,
O_488,22692,2022-06-27 16:50:47,0,0.0,
O_489,23390,2022-05-06 11:03:08,0,0.0,
O_490,28723,2022-04-17 21:27:57,0,0.0,
O_491,2781,2022-04-28 17:59:05,0,0.0,
O_492,4704,2022-04-12 11:06:46,0,0.0,
O_493,13498,2022-02-15 15:58:07,0,0.0,
O_494,13679,2022-06-11 15:10:32,0,0.0,
O_495,17796,2022-02-08 15:57:25,0,0.0,
O_496,19103,2022-05-13 20:23:13,0,0.0,
O_497,21741,2022-02-25 11:30:31,0,0.0,
O_498,21918,2022-05-23 22:35:50,0,0.0,
O_499,25048,2022-05-01 09:44:57,0,0.0,
O_500,26971,2022-05-05 18:25:22,0,0.0,
O_501,29468,2022-03-04 16:49:54,0,0.0,
O_502,1315,2022-02-09 14:43:49,0,0.0,
O_503,1315,2022-03-06 17:25:08,0,0.0,
O_504,3755,2022-06-13 12:21:12,0,0.0,
O_505,8090,2022-03-03 14:57:56,0,0.0,
O_506,13751,2022-04-13 13:47:58,0,0.0,
O_507,19978,2022-04-05 17:28:38,0,0.0,
O_508,22632,2022-03-12 11:14:11,0,0.0,
O_509,23951,2022-03-13 13:40:32,0,0.0,
O_510,23956,2022-02-07 11:11:19,0,0.0,
O_511,25879,2022-05-26 19:39:29,0,0.0,
O_512,26204,2022-06-24 15:43:49,0,0.0,
O_513,27039,2022-03-13 13:44:54,0,0.0,
O_514,1271,2022-02-20 17:01:49,0,0.0,
O_515,12152,2022-03-08 09:48:18,0,0.0,
O_516,12351,2022-04-08 16:35:34,0,0.0,
O_517,17416,2022-03-08 15:41:11,0,0.0,
