order_item_id,order_id,user_id,product_id,quantity,unit_price,is_promo,discount_rate,final_unit_price,line_amount
OI_40,O_19,24414,PR00029,1,392000.0,0,0.0,392000.0,392000.0
OI_41,O_20,25909,PR00125,1,157000.0,0,0.0,157000.0,157000.0
OI_42,O_21,25909,PR00297,1,12000.0,0,0.0,12000.0,12000.0
OI_43,O_22,25909,PR00175,2,375000.0,0,0.0,375000.0,750000.0
OI_44,O_23,596,PR00083,2,14000.0,0,0.0,14000.0,28000.0
OI_45,O_23,596,PR00146,1,34000.0,0,0.0,34000.0,34000.0
OI_46,O_24,1706,PR00148,1,132000.0,0,0.0,132000.0,132000.0
OI_47,O_25,2724,PR00248,1,56000.0,0,0.0,56000.0,56000.0
OI_48,O_25,2724,PR00109,1,234000.0,0,0.0,234000.0,234000.0
OI_49,O_26,6452,PR00269,1,270000.0,0,0.0,270000.0,270000.0
OI_50,O_27,10885,PR00220,1,14000.0,0,0.0,14000.0,14000.0
OI_51,O_28,12469,PR00219,2,21000.0,0,0.0,21000.0,42000.0
OI_52,O_29,13944,PR00071,1,228000.0,0,0.0,228000.0,228000.0
OI_53,O_30,23966,PR00289,2,32000.0,0,0.0,32000.0,64000.0
OI_54,O_30,23966,PR00012,1,13000.0,0,0.0,13000.0,13000.0
OI_55,O_31,24266,PR00298,1,24000.0,0,0.0,24000.0,24000.0
OI_56,O_32,26226,PR00281,1,398000.0,0,0.0,398000.0,398000.0
OI_57,O_33,28806,PR00101,1,13000.0,0,0.0,13000.0,13000.0
OI_58,O_33,28806,PR00124,2,76000.0,0,0.0,76000.0,152000.0
OI_59,O_33,28806,PR00007,1,16000.0,0,0.0,16000.0,16000.0
OI_60,O_33,28806,PR00198,1,23000.0,0,0.0,23000.0,23000.0
OI_61,O_33,28806,PR00230,1,533000.0,0,0.0,533000.0,533000.0
OI_62,O_34,3131,PR00225,1,76000.0,0,0.0,76000.0,76000.0
OI_63,O_35,3861,PR00084,2,494000.0,0,0.0,494000.0,988000.0
OI_64,O_35,3861,PR00094,1,23000.0,0,0.0,23000.0,23000.0
OI_65,O_36,9149,PR00234,1,19000.0,0,0.0,19000.0,19000.0
OI_66,O_37,11263,PR00084,1,494000.0,0,0.0,494000.0,494000.0
OI_67,O_38,11857,PR00040,1,117000.0,0,0.0,117000.0,117000.0
OI_68,O_39,12780,PR00242,1,36000.0,0,0.0,36000.0,36000.0
OI_69,O_39,12780,PR00259,1,118000.0,0,0.0,118000.0,118000.0
OI_70,O_40,15654,PR00215,2,21000.0,0,0.0,21000.0,42000.0
OI_71,O_41,15654,PR00040,1,117000.0,0,0.0,117000.0,117000.0
OI_72,O_42,17217,PR00167,1,5000.0,0,0.0,5000.0,5000.0
OI_73,O_42,17217,PR00179,1,8000.0,0,0.0,8000.0,8000.0
OI_74,O_42,17217,PR00146,1,34000.0,0,0.0,34000.0,34000.0
OI_75,O_43,19961,PR00234,1,19000.0,0,0.0,19000.0,19000.0
OI_76,O_43,19961,PR00006,1,18000.0,0,0.0,18000.0,18000.0
OI_77,O_43,19961,PR00189,1,19000.0,0,0.0,19000.0,19000.0
OI_78,O_43,19961,PR00254,1,207000.0,0,0.0,207000.0,207000.0
OI_79,O_44,20206,PR00036,1,298000.0,0,0.0,298000.0,298000.0
OI_80,O_44,20206,PR00248,1,56000.0,0,0.0,56000.0,56000.0
OI_81,O_45,23611,PR00081,1,35000.0,0,0.0,35000.0,35000.0
OI_82,O_45,23611,PR00071,1,228000.0,0,0.0,228000.0,228000.0
OI_83,O_46,24043,PR00224,1,6000.0,0,0.0,6000.0,6000.0
OI_84,O_47,24043,PR00058,1,51000.0,0,0.0,51000.0,51000.0
OI_85,O_48,26335,PR00248,2,56000.0,0,0.0,56000.0,112000.0
OI_86,O_49,26489,PR00047,1,103000.0,0,0.0,103000.0,103000.0
OI_87,O_50,26489,PR00086,1,724000.0,0,0.0,724000.0,724000.0
OI_88,O_51,28587,PR00059,1,309000.0,0,0.0,309000.0,309000.0
OI_89,O_52,29001,PR00249,1,91000.0,0,0.0,91000.0,91000.0
OI_90,O_52,29001,PR00053,1,64000.0,0,0.0,64000.0,64000.0
OI_91,O_53,29001,PR00148,1,132000.0,0,0.0,132000.0,132000.0
OI_92,O_54,10636,PR00055,1,39000.0,0,0.0,39000.0,39000.0
OI_93,O_55,11121,PR00003,1,39000.0,0,0.0,39000.0,39000.0
OI_94,O_56,14131,PR00113,1,74000.0,0,0.0,74000.0,74000.0
OI_95,O_57,21148,PR00122,1,10000.0,0,0.0,10000.0,10000.0
OI_96,O_58,22483,PR00246,1,30000.0,0,0.0,30000.0,30000.0
OI_97,O_58,22483,PR00274,1,21000.0,0,0.0,21000.0,21000.0
OI_98,O_58,22483,PR00160,1,53000.0,0,0.0,53000.0,53000.0
OI_99,O_58,22483,PR00097,1,52000.0,0,0.0,52000.0,52000.0
OI_100,O_58,22483,PR00155,1,535000.0,0,0.0,535000.0,535000.0
OI_101,O_59,22772,PR00102,1,34000.0,0,0.0,34000.0,34000.0
OI_102,O_60,23812,PR00111,1,46000.0,0,0.0,46000.0,46000.0
OI_103,O_61,23812,PR00230,1,533000.0,0,0.0,533000.0,533000.0
OI_104,O_61,23812,PR00139,1,9000.0,0,0.0,9000.0,9000.0
OI_105,O_61,23812,PR00099,1,450000.0,0,0.0,450000.0,450000.0
OI_106,O_62,25827,PR00011,1,180000.0,0,0.0,180000.0,180000.0
OI_107,O_62,25827,PR00254,1,207000.0,0,0.0,207000.0,207000.0
OI_108,O_63,26480,PR00286,1,36000.0,0,0.0,36000.0,36000.0
OI_109,O_64,642,PR00185,2,22000.0,0,0.0,22000.0,44000.0
OI_110,O_65,3151,PR00288,1,22000.0,0,0.0,22000.0,22000.0
OI_111,O_66,9386,PR00016,1,157000.0,0,0.0,157000.0,157000.0
OI_112,O_66,9386,PR00177,1,47000.0,0,0.0,47000.0,47000.0
OI_113,O_66,9386,PR00216,1,106000.0,0,0.0,106000.0,106000.0
OI_114,O_66,9386,PR00285,1,30000.0,0,0.0,30000.0,30000.0
OI_115,O_67,13219,PR00071,1,228000.0,0,0.0,228000.0,228000.0
OI_116,O_67,13219,PR00180,1,59000.0,0,0.0,59000.0,59000.0
OI_117,O_67,13219,PR00042,1,22000.0,0,0.0,22000.0,22000.0
OI_118,O_68,14436,PR00220,1,14000.0,0,0.0,14000.0,14000.0
OI_119,O_68,14436,PR00036,1,298000.0,0,0.0,298000.0,298000.0
OI_120,O_69,14470,PR00239,1,423000.0,0,0.0,423000.0,423000.0
OI_121,O_70,14670,PR00110,1,20000.0,0,0.0,20000.0,20000.0
OI_122,O_71,18092,PR00219,2,21000.0,0,0.0,21000.0,42000.0
OI_123,O_71,18092,PR00039,1,70000.0,0,0.0,70000.0,70000.0
OI_124,O_72,19576,PR00286,1,36000.0,0,0.0,36000.0,36000.0
OI_125,O_72,19576,PR00165,1,42000.0,0,0.0,42000.0,42000.0
OI_126,O_72,19576,PR00254,1,207000.0,0,0.0,207000.0,207000.0
OI_127,O_73,19576,PR00029,1,392000.0,0,0.0,392000.0,392000.0
OI_128,O_73,19576,PR00137,1,17000.0,0,0.0,17000.0,17000.0
OI_129,O_74,21486,PR00248,2,56000.0,0,0.0,56000.0,112000.0
OI_130,O_75,22486,PR00118,1,24000.0,0,0.0,24000.0,24000.0
OI_131,O_76,26757,PR00300,1,43000.0,0,0.0,43000.0,43000.0
OI_132,O_77,27230,PR00269,1,270000.0,0,0.0,270000.0,270000.0
OI_133,O_77,27230,PR00260,1,74000.0,0,0.0,74000.0,74000.0
OI_134,O_77,27230,PR00203,1,37000.0,0,0.0,37000.0,37000.0
OI_135,O_78,27445,PR00002,1,68000.0,0,0.0,68000.0,68000.0
OI_136,O_78,27445,PR00073,1,69000.0,0,0.0,69000.0,69000.0
OI_137,O_79,28935,PR00087,1,18000.0,0,0.0,18000.0,18000.0
OI_138,O_80,975,PR00252,1,94000.0,0,0.0,94000.0,94000.0
OI_139,O_80,975,PR00038,1,48000.0,0,0.0,48000.0,48000.0
OI_140,O_80,975,PR00136,1,572000.0,0,0.0,572000.0,572000.0
OI_141,O_80,975,PR00061,1,27000.0,0,0.0,27000.0,27000.0
OI_142,O_80,975,PR00035,1,17000.0,0,0.0,17000.0,17000.0
OI_143,O_81,13426,PR00157,1,79000.0,0,0.0,79000.0,79000.0
OI_144,O_82,16386,PR00295,1,14000.0,0,0.0,14000.0,14000.0
OI_145,O_83,16386,PR00066,1,66000.0,0,0.0,66000.0,66000.0
OI_146,O_84,16386,PR00266,1,243000.0,0,0.0,243000.0,243000.0
OI_147,O_85,16386,PR00044,1,53000.0,0,0.0,53000.0,53000.0
OI_148,O_85,16386,PR00284,1,335000.0,0,0.0,335000.0,335000.0
OI_149,O_85,16386,PR00133,2,72000.0,0,0.0,72000.0,144000.0
OI_150,O_85,16386,PR00075,1,107000.0,0,0.0,107000.0,107000.0
OI_151,O_86,29498,PR00039,1,70000.0,0,0.0,70000.0,70000.0
OI_152,O_86,29498,PR00173,1,330000.0,0,0.0,330000.0,330000.0
OI_153,O_87,1570,PR00236,1,40000.0,0,0.0,40000.0,40000.0
OI_154,O_88,2010,PR00184,1,79000.0,0,0.0,79000.0,79000.0
OI_155,O_89,6684,PR00277,1,32000.0,0,0.0,32000.0,32000.0
OI_156,O_90,8912,PR00011,1,180000.0,0,0.0,180000.0,180000.0
OI_157,O_91,9069,PR00176,1,356000.0,0,0.0,356000.0,356000.0
OI_158,O_91,9069,PR00196,1,252000.0,0,0.0,252000.0,252000.0
OI_159,O_92,9338,PR00095,1,14000.0,0,0.0,14000.0,14000.0
OI_160,O_92,9338,PR00289,1,32000.0,0,0.0,32000.0,32000.0
OI_161,O_93,9338,PR00240,1,762000.0,0,0.0,762000.0,762000.0
OI_162,O_93,9338,PR00081,1,35000.0,0,0.0,35000.0,35000.0
OI_163,O_94,9502,PR00095,1,14000.0,0,0.0,14000.0,14000.0
OI_164,O_95,13210,PR00024,1,14000.0,0,0.0,14000.0,14000.0
OI_165,O_96,15168,PR00085,1,335000.0,0,0.0,335000.0,335000.0
OI_166,O_97,16060,PR00132,1,9000.0,0,0.0,9000.0,9000.0
OI_167,O_98,16060,PR00249,1,91000.0,0,0.0,91000.0,91000.0
OI_168,O_99,16823,PR00153,2,336000.0,0,0.0,336000.0,672000.0
OI_169,O_100,20214,PR00044,1,53000.0,0,0.0,53000.0,53000.0
OI_170,O_100,20214,PR00109,1,234000.0,0,0.0,234000.0,234000.0
OI_171,O_100,20214,PR00212,1,23000.0,0,0.0,23000.0,23000.0
OI_172,O_101,22110,PR00214,1,13000.0,0,0.0,13000.0,13000.0
OI_173,O_102,22555,PR00253,1,122000.0,0,0.0,122000.0,122000.0
OI_174,O_102,22555,PR00135,1,31000.0,0,0.0,31000.0,31000.0
OI_175,O_102,22555,PR00050,1,68000.0,0,0.0,68000.0,68000.0
OI_176,O_102,22555,PR00150,1,726000.0,0,0.0,726000.0,726000.0
OI_177,O_103,22555,PR00074,1,271000.0,0,0.0,271000.0,271000.0
OI_178,O_104,23398,PR00273,1,643000.0,0,0.0,643000.0,643000.0
OI_179,O_105,25259,PR00081,1,35000.0,0,0.0,35000.0,35000.0
OI_180,O_105,25259,PR00074,1,271000.0,0,0.0,271000.0,271000.0
OI_181,O_106,28947,PR00218,1,431000.0,0,0.0,431000.0,431000.0
OI_182,O_106,28947,PR00253,1,122000.0,0,0.0,122000.0,122000.0
OI_183,O_107,3231,PR00272,1,221000.0,0,0.0,221000.0,221000.0
OI_184,O_107,3231,PR00177,1,47000.0,0,0.0,47000.0,47000.0
OI_185,O_107,3231,PR00092,1,40000.0,0,0.0,40000.0,40000.0
OI_186,O_107,3231,PR00128,1,460000.0,0,0.0,460000.0,460000.0
OI_187,O_108,7281,PR00003,1,39000.0,0,0.0,39000.0,39000.0
OI_188,O_108,7281,PR00102,1,34000.0,0,0.0,34000.0,34000.0
OI_189,O_109,7954,PR00043,1,32000.0,0,0.0,32000.0,32000.0
OI_190,O_109,7954,PR00180,1,59000.0,0,0.0,59000.0,59000.0
OI_191,O_110,8827,PR00003,1,39000.0,0,0.0,39000.0,39000.0
OI_192,O_110,8827,PR00229,2,21000.0,0,0.0,21000.0,42000.0
OI_193,O_110,8827,PR00295,1,14000.0,0,0.0,14000.0,14000.0
OI_194,O_111,14021,PR00153,1,336000.0,0,0.0,336000.0,336000.0
OI_195,O_112,21247,PR00292,1,285000.0,0,0.0,285000.0,285000.0
OI_196,O_112,21247,PR00218,1,431000.0,0,0.0,431000.0,431000.0
OI_197,O_112,21247,PR00245,1,36000.0,0,0.0,36000.0,36000.0
OI_198,O_112,21247,PR00220,1,14000.0,0,0.0,14000.0,14000.0
OI_199,O_113,24686,PR00238,1,38000.0,0,0.0,38000.0,38000.0
OI_200,O_113,24686,PR00195,2,247000.0,0,0.0,247000.0,494000.0
OI_201,O_113,24686,PR00023,1,27000.0,0,0.0,27000.0,27000.0
OI_202,O_114,26949,PR00167,1,5000.0,0,0.0,5000.0,5000.0
OI_203,O_115,2806,PR00111,1,46000.0,0,0.0,46000.0,46000.0
OI_204,O_116,11834,PR00070,1,21000.0,0,0.0,21000.0,21000.0
OI_205,O_116,11834,PR00033,1,17000.0,0,0.0,17000.0,17000.0
OI_206,O_116,11834,PR00187,1,17000.0,0,0.0,17000.0,17000.0
OI_207,O_116,11834,PR00031,1,28000.0,0,0.0,28000.0,28000.0
OI_208,O_116,11834,PR00270,1,147000.0,0,0.0,147000.0,147000.0
OI_209,O_117,13689,PR00125,1,157000.0,0,0.0,157000.0,157000.0
OI_210,O_118,14118,PR00256,1,30000.0,0,0.0,30000.0,30000.0
OI_211,O_119,19497,PR00165,1,42000.0,0,0.0,42000.0,42000.0
OI_212,O_120,4351,PR00266,1,243000.0,0,0.0,243000.0,243000.0
OI_213,O_121,7142,PR00122,2,10000.0,0,0.0,10000.0,20000.0
OI_214,O_121,7142,PR00161,1,356000.0,0,0.0,356000.0,356000.0
OI_215,O_121,7142,PR00232,1,43000.0,0,0.0,43000.0,43000.0
OI_216,O_122,9608,PR00104,1,23000.0,0,0.0,23000.0,23000.0
OI_217,O_122,9608,PR00172,1,72000.0,0,0.0,72000.0,72000.0
OI_218,O_123,9867,PR00167,1,5000.0,0,0.0,5000.0,5000.0
OI_219,O_124,10239,PR00006,1,18000.0,0,0.0,18000.0,18000.0
OI_220,O_125,12976,PR00116,2,34000.0,0,0.0,34000.0,68000.0
OI_221,O_125,12976,PR00269,1,270000.0,0,0.0,270000.0,270000.0
OI_222,O_125,12976,PR00104,1,23000.0,0,0.0,23000.0,23000.0
OI_223,O_126,14356,PR00257,1,24000.0,0,0.0,24000.0,24000.0
OI_224,O_126,14356,PR00098,1,120000.0,0,0.0,120000.0,120000.0
OI_225,O_127,14356,PR00075,1,107000.0,0,0.0,107000.0,107000.0
OI_226,O_127,14356,PR00238,1,38000.0,0,0.0,38000.0,38000.0
OI_227,O_128,17645,PR00096,1,51000.0,0,0.0,51000.0,51000.0
OI_228,O_128,17645,PR00051,1,256000.0,0,0.0,256000.0,256000.0
OI_229,O_128,17645,PR00233,1,16000.0,0,0.0,16000.0,16000.0
OI_230,O_128,17645,PR00031,2,28000.0,0,0.0,28000.0,56000.0
OI_231,O_128,17645,PR00168,1,15000.0,0,0.0,15000.0,15000.0
OI_232,O_129,17830,PR00016,1,157000.0,0,0.0,157000.0,157000.0
OI_233,O_130,19930,PR00015,1,31000.0,0,0.0,31000.0,31000.0
OI_234,O_130,19930,PR00074,1,271000.0,0,0.0,271000.0,271000.0
OI_235,O_131,19950,PR00270,1,147000.0,0,0.0,147000.0,147000.0
OI_236,O_132,25394,PR00210,1,46000.0,0,0.0,46000.0,46000.0
OI_237,O_133,28288,PR00087,1,18000.0,0,0.0,18000.0,18000.0
OI_238,O_134,2571,PR00034,1,121000.0,0,0.0,121000.0,121000.0
OI_239,O_135,6680,PR00124,1,76000.0,0,0.0,76000.0,76000.0
OI_240,O_136,9938,PR00130,1,16000.0,0,0.0,16000.0,16000.0
OI_241,O_137,10575,PR00275,1,27000.0,0,0.0,27000.0,27000.0
OI_242,O_138,10893,PR00144,1,47000.0,0,0.0,47000.0,47000.0
OI_243,O_139,10893,PR00149,1,56000.0,0,0.0,56000.0,56000.0
OI_244,O_140,15224,PR00139,1,9000.0,0,0.0,9000.0,9000.0
OI_245,O_141,16107,PR00007,1,16000.0,0,0.0,16000.0,16000.0
OI_246,O_142,16396,PR00276,1,53000.0,0,0.0,53000.0,53000.0
OI_247,O_143,16581,PR00027,1,107000.0,0,0.0,107000.0,107000.0
OI_248,O_144,16581,PR00171,1,43000.0,0,0.0,43000.0,43000.0
OI_249,O_145,16581,PR00270,1,147000.0,0,0.0,147000.0,147000.0
OI_250,O_146,27219,PR00232,1,43000.0,0,0.0,43000.0,43000.0
OI_251,O_147,28291,PR00244,1,32000.0,0,0.0,32000.0,32000.0
OI_252,O_147,28291,PR00220,1,14000.0,0,0.0,14000.0,14000.0
OI_253,O_148,414,PR00096,1,51000.0,0,0.0,51000.0,51000.0
OI_254,O_149,455,PR00259,1,118000.0,0,0.0,118000.0,118000.0
OI_255,O_150,455,PR00009,1,265000.0,0,0.0,265000.0,265000.0
OI_256,O_151,455,PR00045,1,62000.0,0,0.0,62000.0,62000.0
OI_257,O_151,455,PR00038,1,48000.0,0,0.0,48000.0,48000.0
OI_258,O_151,455,PR00267,1,105000.0,0,0.0,105000.0,105000.0
OI_259,O_152,455,PR00278,2,47000.0,0,0.0,47000.0,94000.0
OI_260,O_152,455,PR00038,1,48000.0,0,0.0,48000.0,48000.0
OI_261,O_153,11502,PR00172,1,72000.0,0,0.0,72000.0,72000.0
OI_262,O_154,11512,PR00217,1,146000.0,0,0.0,146000.0,146000.0
OI_263,O_154,11512,PR00269,1,270000.0,0,0.0,270000.0,270000.0
OI_264,O_155,13292,PR00179,1,8000.0,0,0.0,8000.0,8000.0
OI_265,O_155,13292,PR00016,1,157000.0,0,0.0,157000.0,157000.0
OI_266,O_156,14279,PR00070,1,21000.0,0,0.0,21000.0,21000.0
OI_267,O_156,14279,PR00226,1,11000.0,0,0.0,11000.0,11000.0
OI_268,O_157,20129,PR00004,1,31000.0,0,0.0,31000.0,31000.0
OI_269,O_157,20129,PR00281,1,398000.0,0,0.0,398000.0,398000.0
OI_270,O_157,20129,PR00011,1,180000.0,0,0.0,180000.0,180000.0
OI_271,O_158,27973,PR00156,1,23000.0,0,0.0,23000.0,23000.0
OI_272,O_158,27973,PR00108,1,64000.0,0,0.0,64000.0,64000.0
OI_273,O_159,28506,PR00103,1,39000.0,0,0.0,39000.0,39000.0
OI_274,O_159,28506,PR00141,1,48000.0,0,0.0,48000.0,48000.0
OI_275,O_160,3097,PR00171,2,43000.0,0,0.0,43000.0,86000.0
OI_276,O_160,3097,PR00219,1,21000.0,0,0.0,21000.0,21000.0
OI_277,O_160,3097,PR00284,1,335000.0,0,0.0,335000.0,335000.0
OI_278,O_161,5128,PR00001,1,31000.0,0,0.0,31000.0,31000.0
OI_279,O_162,5128,PR00062,2,35000.0,0,0.0,35000.0,70000.0
OI_280,O_163,5803,PR00280,1,13000.0,0,0.0,13000.0,13000.0
OI_281,O_164,7917,PR00116,1,34000.0,0,0.0,34000.0,34000.0
OI_282,O_164,7917,PR00266,2,243000.0,0,0.0,243000.0,486000.0
OI_283,O_165,9287,PR00102,1,34000.0,0,0.0,34000.0,34000.0
OI_284,O_166,9682,PR00114,1,47000.0,0,0.0,47000.0,47000.0
OI_285,O_167,12670,PR00060,1,330000.0,0,0.0,330000.0,330000.0
OI_286,O_167,12670,PR00030,1,15000.0,0,0.0,15000.0,15000.0
OI_287,O_167,12670,PR00142,1,35000.0,0,0.0,35000.0,35000.0
OI_288,O_168,13659,PR00265,1,25000.0,0,0.0,25000.0,25000.0
OI_289,O_169,19163,PR00003,2,39000.0,0,0.0,39000.0,78000.0
OI_290,O_170,19524,PR00071,1,228000.0,0,0.0,228000.0,228000.0
OI_291,O_170,19524,PR00144,1,47000.0,0,0.0,47000.0,47000.0
OI_292,O_171,19966,PR00067,1,26000.0,0,0.0,26000.0,26000.0
OI_293,O_171,19966,PR00092,1,40000.0,0,0.0,40000.0,40000.0
OI_294,O_171,19966,PR00122,1,10000.0,0,0.0,10000.0,10000.0
OI_295,O_171,19966,PR00041,1,39000.0,0,0.0,39000.0,39000.0
OI_296,O_171,19966,PR00281,1,398000.0,0,0.0,398000.0,398000.0
OI_297,O_172,29442,PR00254,1,207000.0,0,0.0,207000.0,207000.0
OI_298,O_172,29442,PR00253,1,122000.0,0,0.0,122000.0,122000.0
OI_299,O_172,29442,PR00112,1,296000.0,0,0.0,296000.0,296000.0
OI_300,O_173,29963,PR00070,1,21000.0,0,0.0,21000.0,21000.0
OI_301,O_174,2923,PR00196,1,252000.0,0,0.0,252000.0,252000.0
OI_302,O_174,2923,PR00268,1,336000.0,0,0.0,336000.0,336000.0
OI_303,O_175,2923,PR00074,1,271000.0,0,0.0,271000.0,271000.0
OI_304,O_175,2923,PR00100,1,17000.0,0,0.0,17000.0,17000.0
OI_305,O_175,2923,PR00214,1,13000.0,0,0.0,13000.0,13000.0
OI_306,O_175,2923,PR00075,1,107000.0,0,0.0,107000.0,107000.0
OI_307,O_176,6908,PR00109,1,234000.0,0,0.0,234000.0,234000.0
OI_308,O_176,6908,PR00282,2,428000.0,0,0.0,428000.0,856000.0
OI_309,O_177,6908,PR00112,1,296000.0,0,0.0,296000.0,296000.0
OI_310,O_177,6908,PR00167,1,5000.0,0,0.0,5000.0,5000.0
OI_311,O_178,17886,PR00063,2,13000.0,0,0.0,13000.0,26000.0
OI_312,O_179,18297,PR00291,1,11000.0,0,0.0,11000.0,11000.0
OI_313,O_179,18297,PR00121,2,84000.0,0,0.0,84000.0,168000.0
OI_314,O_180,18297,PR00248,1,56000.0,0,0.0,56000.0,56000.0
OI_315,O_180,18297,PR00159,1,12000.0,0,0.0,12000.0,12000.0
OI_316,O_180,18297,PR00277,1,32000.0,0,0.0,32000.0,32000.0
OI_317,O_181,18297,PR00160,1,53000.0,0,0.0,53000.0,53000.0
OI_318,O_181,18297,PR00063,2,13000.0,0,0.0,13000.0,26000.0
OI_319,O_181,18297,PR00277,1,32000.0,0,0.0,32000.0,32000.0
OI_320,O_182,20404,PR00192,1,247000.0,0,0.0,247000.0,247000.0
OI_321,O_183,23211,PR00131,1,264000.0,0,0.0,264000.0,264000.0
OI_322,O_184,23277,PR00046,1,19000.0,0,0.0,19000.0,19000.0
OI_323,O_184,23277,PR00125,1,157000.0,0,0.0,157000.0,157000.0
OI_324,O_185,26198,PR00166,1,40000.0,0,0.0,40000.0,40000.0
OI_325,O_185,26198,PR00053,1,64000.0,0,0.0,64000.0,64000.0
OI_326,O_185,26198,PR00028,1,305000.0,0,0.0,305000.0,305000.0
OI_327,O_186,26198,PR00252,1,94000.0,0,0.0,94000.0,94000.0
OI_328,O_186,26198,PR00215,1,21000.0,0,0.0,21000.0,21000.0
OI_329,O_186,26198,PR00284,1,335000.0,0,0.0,335000.0,335000.0
OI_330,O_186,26198,PR00108,1,64000.0,0,0.0,64000.0,64000.0
OI_331,O_187,26771,PR00121,1,84000.0,0,0.0,84000.0,84000.0
OI_332,O_187,26771,PR00103,1,39000.0,0,0.0,39000.0,39000.0
OI_333,O_188,29698,PR00123,1,271000.0,0,0.0,271000.0,271000.0
OI_334,O_189,8101,PR00266,1,243000.0,0,0.0,243000.0,243000.0
OI_335,O_189,8101,PR00098,1,120000.0,0,0.0,120000.0,120000.0
OI_336,O_190,8191,PR00060,1,330000.0,0,0.0,330000.0,330000.0
OI_337,O_191,13582,PR00262,1,20000.0,0,0.0,20000.0,20000.0
OI_338,O_192,17513,PR00083,2,14000.0,0,0.0,14000.0,28000.0
OI_339,O_193,22239,PR00289,1,32000.0,0,0.0,32000.0,32000.0
OI_340,O_194,27605,PR00163,1,165000.0,0,0.0,165000.0,165000.0
OI_341,O_194,27605,PR00093,2,49000.0,0,0.0,49000.0,98000.0
OI_342,O_195,28011,PR00162,1,12000.0,0,0.0,12000.0,12000.0
OI_343,O_195,28011,PR00121,1,84000.0,0,0.0,84000.0,84000.0
OI_344,O_196,2381,PR00262,1,20000.0,0,0.0,20000.0,20000.0
OI_345,O_196,2381,PR00257,1,24000.0,0,0.0,24000.0,24000.0
OI_346,O_197,4641,PR00121,2,84000.0,0,0.0,84000.0,168000.0
OI_347,O_198,4641,PR00194,1,21000.0,0,0.0,21000.0,21000.0
