user_id,signup_date,exp_cell,has_order_0_13,orders_0_13,active_days_0_60,gap_cv_0_60,gap_cnt_0_60,revenue_60_180,orders_60_180,has_purchase_60_180
UA_000093,2025-01-10,TT,FALSE,0,2,,1,0,0,FALSE
UA_000094,2025-01-10,TC,FALSE,0,14,0.628369426,13,0,0,FALSE
UA_000095,2025-01-10,TT,FALSE,0,10,0.972390623,9,0,0,FALSE
UA_000096,2025-01-10,CC,FALSE,0,6,0.870043826,5,0,0,FALSE
UA_000097,2025-01-10,TT,FALSE,0,6,1.099499989,5,0,0,FALSE
UA_000098,2025-01-10,CT,FALSE,0,12,0.754298029,11,0,0,FALSE
UA_000099,2025-01-10,CC,FALSE,0,5,0.692820323,4,0,0,FALSE
UA_000100,2025-01-10,TT,FALSE,0,5,0.353553391,4,0,0,FALSE
UA_000101,2025-01-10,TC,FALSE,0,10,0.715164528,9,18000,1,TRUE
UA_000102,2025-01-10,TC,TRUE,1,20,1.199415839,19,0,0,FALSE
UA_000103,2025-01-10,CT,FALSE,0,5,0.348155312,4,0,0,FALSE
UA_000104,2025-01-10,CT,FALSE,0,11,1.125028261,10,0,0,FALSE
UA_000105,2025-01-10,TC,FALSE,0,13,2.236897533,12,0,0,FALSE
UA_000106,2025-01-10,TT,FALSE,0,12,0.757993121,11,0,0,FALSE
UA_000107,2025-01-10,CT,FALSE,0,9,0.957724838,8,0,0,FALSE
UA_000108,2025-01-10,CT,FALSE,0,9,1.123417434,8,152000,1,TRUE
UA_000109,2025-01-10,TT,FALSE,0,18,0.909676806,17,608000,2,TRUE
UA_000110,2025-01-11,CT,FALSE,0,4,0.714285714,3,0,0,FALSE
UA_000111,2025-01-11,TC,FALSE,0,9,1.352950082,8,0,0,FALSE
UA_000112,2025-01-11,TT,FALSE,0,6,1.243266991,5,0,0,FALSE
UA_000113,2025-01-11,TT,FALSE,0,1,,,0,0,FALSE
UA_000114,2025-01-11,TC,FALSE,0,13,1.182136003,12,0,0,FALSE
UA_000115,2025-01-11,CT,FALSE,0,7,1.676323111,6,0,0,FALSE
UA_000116,2025-01-11,CC,FALSE,0,7,0.474630301,6,0,0,FALSE
UA_000117,2025-01-11,TC,FALSE,0,13,0.70098377,12,0,0,FALSE
UA_000118,2025-01-11,CC,TRUE,1,10,1.3542408,9,53000,1,TRUE
UA_000119,2025-01-11,TC,FALSE,0,2,,1,0,0,FALSE
UA_000120,2025-01-11,TT,TRUE,1,12,0.648241341,11,17000,1,TRUE
UA_000121,2025-01-11,CC,FALSE,0,15,1.588177545,14,33000,1,TRUE
UA_000122,2025-01-11,CT,FALSE,0,2,,1,0,0,FALSE
UA_000123,2025-01-11,TT,FALSE,0,8,0.647627584,7,171000,1,TRUE
UA_000124,2025-01-11,TC,FALSE,0,9,0.421836095,8,0,0,FALSE
UA_000125,2025-01-11,TC,FALSE,0,15,0.652690513,14,553000,4,TRUE
UA_000126,2025-01-11,TC,FALSE,0,20,0.844514664,19,0,0,FALSE
UA_000127,2025-01-11,TT,FALSE,0,17,0.779442568,16,759000,2,TRUE
UA_000128,2025-01-11,CT,FALSE,0,3,0.05237828,2,0,0,FALSE
UA_000129,2025-01-11,TC,FALSE,0,13,0.933325319,12,0,0,FALSE
UA_000130,2025-01-11,TC,FALSE,0,23,0.886607891,22,926000,2,TRUE
UA_000131,2025-01-11,TT,FALSE,0,5,0,4,0,0,FALSE
UA_000132,2025-01-12,TT,FALSE,0,8,1.441074048,7,0,0,FALSE
UA_000133,2025-01-12,CT,FALSE,0,11,1.145004025,10,0,0,FALSE
UA_000134,2025-01-12,TT,FALSE,0,1,,,0,0,FALSE
UA_000135,2025-01-12,TT,FALSE,0,13,0.81895449,12,0,0,FALSE
UA_000136,2025-01-12,CT,FALSE,0,9,1.263919171,8,0,0,FALSE
UA_000137,2025-01-12,CT,FALSE,0,15,0.795377619,14,0,0,FALSE
UA_000138,2025-01-12,TT,FALSE,0,17,0.597384951,16,0,0,FALSE
UA_000139,2025-01-12,CT,FALSE,0,12,1.157023735,11,0,0,FALSE
UA_000140,2025-01-12,TC,FALSE,0,4,0.606217783,3,0,0,FALSE
UA_000141,2025-01-12,TC,FALSE,0,9,1.204752494,8,35000,1,TRUE
UA_000142,2025-01-12,TC,FALSE,0,1,,,0,0,FALSE
UA_000143,2025-01-12,TT,FALSE,0,5,0.635052896,4,0,0,FALSE
UA_000144,2025-01-12,CC,FALSE,0,1,,,0,0,FALSE
UA_000145,2025-01-12,TT,FALSE,0,10,1.005089091,9,0,0,FALSE
UA_000146,2025-01-12,CC,FALSE,0,9,1.138085276,8,0,0,FALSE
UA_000147,2025-01-12,CC,FALSE,0,16,1.005758855,15,0,0,FALSE
UA_000148,2025-01-12,TT,FALSE,0,10,0.488646611,9,0,0,FALSE
UA_000149,2025-01-12,TT,FALSE,0,6,1.743334646,5,0,0,FALSE
UA_000150,2025-01-12,TT,TRUE,1,10,1.244432044,9,0,0,FALSE
UA_000151,2025-01-12,TC,FALSE,0,17,1.163853917,16,397000,2,TRUE
UA_000152,2025-01-12,CC,FALSE,0,13,0.903416635,12,0,0,FALSE
UA_000153,2025-01-12,CC,FALSE,0,17,1.152341597,16,0,0,FALSE
UA_000154,2025-01-12,CT,FALSE,0,5,1.214724477,4,0,0,FALSE
UA_000155,2025-01-12,CC,FALSE,0,2,,1,0,0,FALSE
UA_000156,2025-01-12,CC,FALSE,0,10,1.423071976,9,0,0,FALSE
UA_000157,2025-01-12,TT,FALSE,0,12,0.822722779,11,0,0,FALSE
UA_000158,2025-01-12,CT,FALSE,0,8,0.945050952,7,112000,1,TRUE
UA_000159,2025-01-12,TC,FALSE,0,13,0.811954899,12,0,0,FALSE
UA_000160,2025-01-12,CC,FALSE,0,17,1.00667609,16,238000,1,TRUE
UA_000161,2025-01-12,TT,FALSE,0,10,0.618852748,9,21000,1,TRUE
UA_000162,2025-01-12,TT,FALSE,0,8,0.751541625,7,0,0,FALSE
UA_000163,2025-01-13,TC,FALSE,0,12,1.364095728,11,0,0,FALSE
UA_000164,2025-01-13,CT,FALSE,0,13,0.86379777,12,29000,1,TRUE
UA_000165,2025-01-13,TT,FALSE,0,5,0.892354356,4,0,0,FALSE
UA_000166,2025-01-13,CC,FALSE,0,1,,,0,0,FALSE
UA_000167,2025-01-13,CC,FALSE,0,11,0.984563064,10,0,0,FALSE
UA_000168,2025-01-13,CC,FALSE,0,2,,1,0,0,FALSE
UA_000169,2025-01-13,TT,FALSE,0,0,,,0,0,FALSE
UA_000170,2025-01-13,CC,FALSE,0,7,0.90650979,6,0,0,FALSE
UA_000171,2025-01-13,TT,FALSE,0,12,0.927403111,11,0,0,FALSE
UA_000172,2025-01-13,CC,FALSE,0,9,0.78191826,8,0,0,FALSE
UA_000173,2025-01-13,CT,FALSE,0,14,0.925590453,13,0,0,FALSE
UA_000174,2025-01-13,TT,FALSE,0,11,1.485976137,10,72000,1,TRUE
UA_000175,2025-01-13,TC,FALSE,0,9,0.862936848,8,0,0,FALSE
UA_000176,2025-01-13,TC,FALSE,0,3,0.094280904,2,0,0,FALSE
UA_000177,2025-01-13,TC,FALSE,0,16,0.81915168,15,1118000,4,TRUE
UA_000178,2025-01-13,TT,FALSE,0,3,1.303294852,2,0,0,FALSE
UA_000179,2025-01-13,CC,FALSE,0,2,,1,0,0,FALSE
UA_000180,2025-01-13,CT,FALSE,0,5,1.112697281,4,0,0,FALSE
UA_000181,2025-01-13,TC,FALSE,0,2,,1,0,0,FALSE
UA_000182,2025-01-13,TC,FALSE,0,13,1.194392493,12,0,0,FALSE
UA_000183,2025-01-13,TC,FALSE,0,27,0.730043827,26,53000,1,TRUE
UA_000184,2025-01-13,CT,FALSE,0,10,0.624744846,9,0,0,FALSE
UA_000185,2025-01-13,TT,FALSE,0,2,,1,0,0,FALSE
UA_000186,2025-01-14,CC,FALSE,0,11,1.342256642,10,134000,2,TRUE
UA_000187,2025-01-14,CC,FALSE,0,12,0.899997686,11,0,0,FALSE
UA_000188,2025-01-14,TT,FALSE,0,12,0.55136195,11,0,0,FALSE
UA_000189,2025-01-14,TT,FALSE,0,5,1.069440837,4,0,0,FALSE
UA_000190,2025-01-14,TT,TRUE,1,8,0.999405293,7,125000,1,TRUE
UA_000191,2025-01-14,CC,FALSE,0,11,1.339955809,10,0,0,FALSE
UA_000192,2025-01-14,TC,FALSE,0,7,0.79824187,6,0,0,FALSE
UA_000193,2025-01-14,TC,FALSE,0,10,1.005356746,9,0,0,FALSE
UA_000194,2025-01-14,TC,FALSE,0,9,0.730493934,8,335000,1,TRUE
UA_000195,2025-01-14,CC,FALSE,0,4,0.987577157,3,0,0,FALSE
UA_000196,2025-01-14,CC,FALSE,0,8,0.733245533,7,0,0,FALSE
UA_000197,2025-01-14,CC,FALSE,0,3,0.538748024,2,0,0,FALSE
UA_000198,2025-01-14,CC,FALSE,0,12,0.593681284,11,9000,1,TRUE
UA_000199,2025-01-14,CC,FALSE,0,11,1.345675289,10,0,0,FALSE
UA_000200,2025-01-14,CT,FALSE,0,7,1.344489889,6,0,0,FALSE
UA_000201,2025-01-14,TC,FALSE,0,8,0.892206847,7,0,0,FALSE
UA_000202,2025-01-14,CC,FALSE,0,9,0.860171018,8,0,0,FALSE
UA_000203,2025-01-14,TC,FALSE,0,3,0.184462639,2,0,0,FALSE
UA_000204,2025-01-14,CT,FALSE,0,10,0.931393609,9,0,0,FALSE
UA_000205,2025-01-14,CT,FALSE,0,7,1.479106183,6,0,0,FALSE
UA_000206,2025-01-14,CC,FALSE,0,9,0.660107762,8,0,0,FALSE
UA_000207,2025-01-14,CT,FALSE,0,2,,1,0,0,FALSE
UA_000208,2025-01-14,TC,FALSE,0,15,0.836887796,14,982000,2,TRUE
UA_000209,2025-01-14,CC,FALSE,0,0,,,0,0,FALSE
UA_000210,2025-01-14,TC,FALSE,0,12,0.922515855,11,0,0,FALSE
UA_000211,2025-01-14,TC,FALSE,0,11,0.912564927,10,13000,1,TRUE
UA_000212,2025-01-14,CT,FALSE,0,15,0.656738888,14,410000,2,TRUE
UA_000213,2025-01-14,CC,FALSE,0,9,0.998928409,8,35000,1,TRUE
UA_000214,2025-01-14,TT,FALSE,0,11,1.08715322,10,0,0,FALSE
UA_000215,2025-01-14,TC,FALSE,0,13,1.573935427,12,494000,1,TRUE
UA_000216,2025-01-14,TT,FALSE,0,2,,1,0,0,FALSE
UA_000217,2025-01-14,CT,FALSE,0,3,0.637782587,2,0,0,FALSE
UA_000218,2025-01-14,TC,FALSE,0,1,,,0,0,FALSE
UA_000219,2025-01-14,CC,FALSE,0,14,1.269323431,13,0,0,FALSE
UA_000220,2025-01-15,TT,FALSE,0,5,1.233806725,4,0,0,FALSE
UA_000221,2025-01-15,CC,FALSE,0,15,0.697795853,14,142000,2,TRUE
UA_000222,2025-01-15,TT,FALSE,0,8,1.08371788,7,0,0,FALSE
UA_000223,2025-01-15,CC,FALSE,0,0,,,0,0,FALSE
UA_000224,2025-01-15,TC,FALSE,0,3,0.899954085,2,0,0,FALSE
UA_000225,2025-01-15,CT,FALSE,0,9,1.211939141,8,0,0,FALSE
UA_000226,2025-01-15,CT,FALSE,0,12,1.128698176,11,0,0,FALSE
UA_000227,2025-01-15,TT,FALSE,0,16,0.996155453,15,51000,1,TRUE
UA_000228,2025-01-15,CC,FALSE,0,17,1.103762661,16,157000,1,TRUE
UA_000229,2025-01-15,TT,FALSE,0,3,0,2,0,0,FALSE
UA_000230,2025-01-15,TC,FALSE,0,16,1.044626504,15,70000,1,TRUE
UA_000231,2025-01-15,TC,FALSE,0,14,0.619027941,13,766000,1,TRUE
UA_000232,2025-01-15,CC,FALSE,0,16,0.575547811,15,5000,1,TRUE
UA_000233,2025-01-15,TC,FALSE,0,1,,,0,0,FALSE
UA_000234,2025-01-15,TT,FALSE,0,9,0.910566666,8,0,0,FALSE
UA_000235,2025-01-15,CC,FALSE,0,12,0.913058743,11,46000,1,TRUE
UA_000236,2025-01-15,TC,FALSE,0,8,0.760415211,7,0,0,FALSE
UA_000237,2025-01-15,TT,FALSE,0,7,1.323556026,6,0,0,FALSE
UA_000238,2025-01-15,TT,TRUE,1,10,1.677050983,9,0,0,FALSE
UA_000239,2025-01-15,CT,FALSE,0,10,0.982546652,9,0,0,FALSE
UA_000240,2025-01-15,CT,FALSE,0,5,1.052348809,4,0,0,FALSE
UA_000241,2025-01-15,TT,FALSE,0,13,0.622776013,12,649000,2,TRUE
UA_000242,2025-01-15,CC,FALSE,0,13,0.746924574,12,911000,3,TRUE
UA_000243,2025-01-16,TC,TRUE,1,14,1.49690159,13,0,0,FALSE
UA_000244,2025-01-16,CT,FALSE,0,8,0.792049373,7,19000,1,TRUE
UA_000245,2025-01-16,TT,FALSE,0,8,1.450351348,7,0,0,FALSE
UA_000246,2025-01-16,CT,FALSE,0,9,1.685679448,8,0,0,FALSE
UA_000247,2025-01-16,TT,FALSE,0,2,,1,0,0,FALSE
UA_000248,2025-01-16,TT,FALSE,0,3,1.060660172,2,0,0,FALSE
UA_000249,2025-01-16,TT,TRUE,1,16,0.640985074,15,116000,1,TRUE
UA_000250,2025-01-16,TC,FALSE,0,3,0.385694608,2,0,0,FALSE
UA_000251,2025-01-16,CC,TRUE,1,8,1.058583931,7,0,0,FALSE
UA_000252,2025-01-16,CT,FALSE,0,13,0.939917654,12,0,0,FALSE
UA_000253,2025-01-16,TT,FALSE,0,2,,1,0,0,FALSE
UA_000254,2025-01-16,TC,FALSE,0,5,1.375864861,4,0,0,FALSE
UA_000255,2025-01-16,CC,FALSE,0,11,0.829061201,10,71000,1,TRUE
UA_000256,2025-01-16,CC,FALSE,0,2,,1,0,0,FALSE
UA_000257,2025-01-16,CC,FALSE,0,1,,,0,0,FALSE
UA_000258,2025-01-16,CT,FALSE,0,9,0.61977872,8,0,0,FALSE
UA_000259,2025-01-16,TT,FALSE,0,2,,1,0,0,FALSE
UA_000260,2025-01-16,CC,FALSE,0,5,1.141510082,4,0,0,FALSE
UA_000261,2025-01-16,CT,FALSE,0,8,0.981306763,7,0,0,FALSE
UA_000262,2025-01-16,TT,FALSE,0,12,0.508097693,11,0,0,FALSE
UA_000263,2025-01-16,CC,FALSE,0,10,0.768370068,9,0,0,FALSE
UA_000264,2025-01-16,CC,FALSE,0,12,0.847047644,11,0,0,FALSE
UA_000265,2025-01-16,CC,FALSE,0,11,1.560444866,10,0,0,FALSE
UA_000266,2025-01-16,CT,FALSE,0,12,0.69422729,11,157000,1,TRUE
UA_000267,2025-01-17,CT,FALSE,0,11,0.594902904,10,0,0,FALSE
UA_000268,2025-01-17,TT,FALSE,0,11,0.81320264,10,0,0,FALSE
UA_000269,2025-01-17,TT,FALSE,0,4,0.745736179,3,0,0,FALSE
UA_000270,2025-01-17,TC,FALSE,0,13,0.925993264,12,0,0,FALSE
UA_000271,2025-01-17,CC,FALSE,0,12,0.65440666,11,121000,1,TRUE
UA_000272,2025-01-17,TT,FALSE,0,3,0.707106781,2,0,0,FALSE
UA_000273,2025-01-17,CC,FALSE,0,19,1.012000534,18,0,0,FALSE
UA_000274,2025-01-17,TT,FALSE,0,13,1.440593387,12,143000,1,TRUE
UA_000275,2025-01-17,TT,TRUE,1,11,1.322327975,10,0,0,FALSE
UA_000276,2025-01-17,TC,FALSE,0,3,0.094280904,2,0,0,FALSE
UA_000277,2025-01-17,CC,FALSE,0,11,0.776039036,10,121000,1,TRUE
UA_000278,2025-01-17,TC,FALSE,0,15,0.726580005,14,336000,1,TRUE
UA_000279,2025-01-17,TT,FALSE,0,12,0.634519014,11,228000,1,TRUE
UA_000280,2025-01-17,TC,FALSE,0,6,0.946203158,5,0,0,FALSE
UA_000281,2025-01-17,TT,TRUE,1,7,0.655821653,6,0,0,FALSE
UA_000282,2025-01-17,CC,FALSE,0,16,0.981529539,15,0,0,FALSE
UA_000283,2025-01-17,CC,FALSE,0,7,0.668042657,6,0,0,FALSE
UA_000284,2025-01-17,TT,FALSE,0,15,0.769904346,14,23000,1,TRUE
UA_000285,2025-01-17,CT,TRUE,1,18,0.544789208,17,189000,1,TRUE
UA_000286,2025-01-17,CT,FALSE,0,10,1.021397374,9,0,0,FALSE
UA_000287,2025-01-17,CT,FALSE,0,3,1.168263378,2,0,0,FALSE
UA_000288,2025-01-17,CT,FALSE,0,8,1.001831458,7,11000,1,TRUE
UA_000289,2025-01-17,CC,FALSE,0,2,,1,0,0,FALSE
UA_000290,2025-01-17,TT,FALSE,0,18,0.716173826,17,56000,2,TRUE
UA_000291,2025-01-17,CC,FALSE,0,9,1.893408245,8,116000,1,TRUE
UA_000292,2025-01-17,TT,FALSE,0,8,1.203798667,7,0,0,FALSE
UA_000293,2025-01-17,TC,FALSE,0,13,1.830921278,12,0,0,FALSE
UA_000294,2025-01-17,CC,FALSE,0,18,0.871089983,17,0,0,FALSE
UA_000295,2025-01-17,CC,FALSE,0,8,1.080700079,7,16000,1,TRUE
UA_000296,2025-01-17,CC,FALSE,0,12,0.59116763,11,0,0,FALSE
UA_000297,2025-01-18,CC,FALSE,0,11,0.978182569,10,0,0,FALSE
UA_000298,2025-01-18,CT,TRUE,1,23,0.756208454,22,72000,1,TRUE
UA_000299,2025-01-18,TT,FALSE,0,7,0.870290932,6,0,0,FALSE
UA_000300,2025-01-18,TC,FALSE,0,4,0.707718201,3,0,0,FALSE
UA_000301,2025-01-18,CC,FALSE,0,18,0.878619745,17,197000,2,TRUE
UA_000302,2025-01-18,CC,FALSE,0,16,1.242475238,15,609000,1,TRUE
UA_000303,2025-01-18,TC,FALSE,0,1,,,0,0,FALSE
UA_000304,2025-01-18,CC,TRUE,2,16,1.571662034,15,330000,1,TRUE
UA_000305,2025-01-18,TT,FALSE,0,3,1.225651754,2,0,0,FALSE
UA_000306,2025-01-18,TC,FALSE,0,13,1.374631001,12,0,0,FALSE
UA_000307,2025-01-18,CC,FALSE,0,10,0.671854812,9,0,0,FALSE
UA_000308,2025-01-18,TC,FALSE,0,2,,1,0,0,FALSE
UA_000309,2025-01-18,TC,FALSE,0,17,1.337715706,16,0,0,FALSE
UA_000310,2025-01-18,TC,FALSE,0,15,0.842414473,14,0,0,FALSE
UA_000311,2025-01-18,TT,FALSE,0,0,,,0,0,FALSE
UA_000312,2025-01-18,TT,FALSE,0,4,0.992317428,3,0,0,FALSE
UA_000313,2025-01-18,TT,FALSE,0,14,0.803974345,13,0,0,FALSE
UA_000314,2025-01-18,TC,FALSE,0,5,1.095613684,4,0,0,FALSE
UA_000315,2025-01-18,CT,FALSE,0,13,0.541455404,12,668000,2,TRUE
UA_000316,2025-01-18,TT,FALSE,0,4,0.640697922,3,120000,1,TRUE
UA_000317,2025-01-18,CC,FALSE,0,2,,1,0,0,FALSE
UA_000318,2025-01-18,TC,FALSE,0,11,0.490888068,10,81000,1,TRUE
UA_000319,2025-01-18,TT,FALSE,0,15,0.949967056,14,476000,3,TRUE
UA_000320,2025-01-18,TC,FALSE,0,14,0.784842635,13,0,0,FALSE
UA_000321,2025-01-18,TC,FALSE,0,9,1.595971163,8,0,0,FALSE
UA_000322,2025-01-18,TT,FALSE,0,18,0.961332526,17,340000,3,TRUE
UA_000323,2025-01-18,TC,FALSE,0,20,0.773518845,19,0,0,FALSE
UA_000324,2025-01-18,CC,FALSE,0,3,0.622253967,2,0,0,FALSE
UA_000325,2025-01-18,TC,FALSE,0,4,1.276619671,3,0,0,FALSE
UA_000326,2025-01-18,CC,FALSE,0,7,1.123610253,6,0,0,FALSE
UA_000327,2025-01-18,CC,FALSE,0,8,0.626849116,7,0,0,FALSE
UA_000328,2025-01-18,CT,FALSE,0,9,1.117521099,8,0,0,FALSE
UA_000329,2025-01-18,CC,FALSE,0,1,,,0,0,FALSE
UA_000330,2025-01-19,CT,FALSE,0,21,0.757442942,20,0,0,FALSE
UA_000331,2025-01-19,TT,FALSE,0,7,1.77915652,6,0,0,FALSE
UA_000332,2025-01-19,TT,TRUE,1,10,1.014705882,9,0,0,FALSE
