user_id,signup_date,activation_stage_14d,consistency_segment_obs_60d,consistency_score_obs_60d,active_days_obs_60d,intervisit_cv_obs_60d,revenue_60_180,has_purchase_60_180,orders_60_180,retention_last_week_180d
3635,2022-01-18,A2_click,C3,0.062662123,7,0.756861616,0,FALSE,0,FALSE
27516,2022-01-18,A2_click,C1,-1.801785059,6,1.333185817,0,FALSE,0,FALSE
25629,2022-01-18,A4_checkout,C2,-1.13371311,6,1.103540142,0,FALSE,0,TRUE
17799,2022-07-01,A2_click,C2,-1.536312352,9,1.435635769,0,FALSE,0,TRUE
12246,2022-07-01,A2_click,C4,0.572970107,11,0.839719123,0,FALSE,0,FALSE
28365,2022-07-01,A2_click,C2,-0.790795153,3,0.791959595,0,FALSE,0,TRUE
22463,2022-07-01,A2_click,C5,1.477688457,12,0.593295879,0,FALSE,0,TRUE
22684,2022-07-01,A2_click,C3,-0.053332715,10,0.99043872,0,FALSE,0,FALSE
1977,2022-07-01,A2_click,C2,-1.228644753,7,1.200740512,0,FALSE,0,FALSE
12644,2022-07-01,A2_click,C2,-0.784577097,16,1.6292087,0,FALSE,0,FALSE
3233,2022-07-01,A2_click,C4,0.791279624,12,0.829244746,749000,TRUE,2,TRUE
22192,2022-07-01,A3_add_to_cart,C4,1.146646081,17,1.029930656,25000,TRUE,1,TRUE
23293,2022-07-01,A3_add_to_cart,C5,1.331157015,16,0.901937949,532000,TRUE,1,TRUE
19912,2022-07-01,A2_click,C3,0.089719455,12,1.070401794,0,FALSE,0,TRUE
19198,2022-07-01,A3_add_to_cart,C2,-0.603402935,10,1.179522017,0,FALSE,0,TRUE
9767,2022-07-01,A0_no_activity,C1,,2,,0,FALSE,0,TRUE
6125,2022-07-01,A1_view,C5,2.444264697,19,0.713018526,0,FALSE,0,FALSE
12979,2022-07-01,A5_purchase,C5,1.195470006,17,1.013147728,0,FALSE,0,TRUE
21163,2022-07-01,A2_click,C2,-1.481410892,11,1.545900114,0,FALSE,0,TRUE
26075,2022-07-01,A1_view,C2,-0.407076456,8,0.982899594,0,FALSE,0,TRUE
2738,2022-07-01,A2_click,C2,-0.649672326,4,0.808017674,0,FALSE,0,FALSE
2712,2022-07-01,A2_click,C1,-3.764618164,6,2.007897776,0,FALSE,0,TRUE
19343,2022-07-01,A1_view,C3,0.323152823,8,0.731887714,525000,TRUE,1,TRUE
11928,2022-07-01,A0_no_activity,C1,,2,,0,FALSE,0,FALSE
1912,2022-07-01,A2_click,C2,-1.197924381,8,1.254748765,0,FALSE,0,TRUE
20909,2022-07-01,A2_click,C4,0.961554027,12,0.770713955,327000,TRUE,1,FALSE
21152,2022-07-01,A2_click,C3,0.083963031,12,1.072380529,0,FALSE,0,FALSE
8313,2024-07-27,A2_click,C1,-2.39813618,9,1.731882476,0,FALSE,0,FALSE
18353,2024-07-27,A3_add_to_cart,C1,-2.412387231,8,1.672212994,0,FALSE,0,TRUE
23614,2024-07-27,A3_add_to_cart,C1,-1.920241967,7,1.438472854,0,FALSE,0,TRUE
26375,2024-07-27,A2_click,C2,-0.889867494,11,1.342560664,0,FALSE,0,FALSE
3588,2024-07-27,A3_add_to_cart,C2,-1.437132982,12,1.595248045,0,FALSE,0,TRUE
224,2024-07-27,A2_click,C2,-0.458211279,9,1.065045073,0,FALSE,0,TRUE
28647,2024-07-27,A2_click,C2,-0.404913377,9,1.046724243,0,FALSE,0,FALSE
19530,2024-07-27,A2_click,C2,-0.702182724,3,0.761499611,0,FALSE,0,TRUE
5114,2024-07-27,A0_no_activity,C3,0.00940097,5,0.646033426,0,FALSE,0,TRUE
775,2024-07-27,A0_no_activity,C3,-0.284083932,4,0.682348884,0,FALSE,0,FALSE
26769,2024-07-27,A2_click,C4,0.847777455,14,0.938960349,0,FALSE,0,FALSE
3145,2024-07-27,A2_click,C4,0.490811358,10,0.8033925,0,FALSE,0,FALSE
13082,2024-07-27,A1_view,C4,0.854918159,10,0.678232998,0,FALSE,0,TRUE
10753,2024-07-27,A1_view,C4,0.876135145,10,0.670939788,0,FALSE,0,TRUE
22053,2024-07-27,A3_add_to_cart,C4,0.84448835,10,0.681818182,22000,TRUE,1,FALSE
15906,2024-07-27,A2_click,C4,0.94547007,11,0.711674523,492000,TRUE,2,FALSE
7738,2024-07-27,A5_purchase,C5,2.058522249,20,0.910183344,844000,TRUE,1,TRUE
20996,2024-07-27,A3_add_to_cart,C5,3.677099717,25,0.676648141,0,FALSE,0,TRUE
16085,2024-07-27,A5_purchase,C5,1.611312183,18,0.9347727,0,FALSE,0,FALSE
6736,2024-07-27,A1_view,C5,1.496348862,16,0.845154255,0,FALSE,0,TRUE
28834,2024-07-27,A2_click,C5,1.546773651,13,0.634116457,0,FALSE,0,TRUE
22811,2024-02-01,A0_no_activity,C1,,1,,0,FALSE,0,FALSE
12704,2024-02-01,A0_no_activity,C4,0.741725166,3,0.265165043,0,FALSE,0,FALSE
28711,2024-02-01,A0_no_activity,C3,0.087823125,4,0.554508092,0,FALSE,0,FALSE
6579,2024-02-01,A0_no_activity,C3,-0.13377806,9,0.953523125,0,FALSE,0,FALSE
14590,2024-02-01,A1_view,C1,,2,,0,FALSE,0,FALSE
7353,2024-02-01,A1_view,C1,,2,,0,FALSE,0,FALSE
8823,2024-02-01,A1_view,C1,-1.968074572,3,1.196642245,0,FALSE,0,FALSE
21323,2024-02-01,A1_view,C2,-1.550599601,3,1.053137759,0,FALSE,0,FALSE
4146,2024-02-01,A1_view,C4,0.69029831,3,0.282842712,0,FALSE,0,FALSE
5256,2024-02-01,A1_view,C2,-0.832846441,9,1.193823635,0,FALSE,0,TRUE
12385,2024-02-01,A1_view,C5,1.214858202,7,0.360801212,0,FALSE,0,TRUE
3840,2024-02-01,A1_view,C3,-0.018683689,8,0.849391939,0,FALSE,0,TRUE
24899,2024-02-01,A1_view,C5,1.9225612,13,0.50494177,60000,TRUE,1,FALSE
17968,2024-02-01,A2_click,C2,-0.808212885,5,0.927083223,0,FALSE,0,FALSE
772,2024-02-01,A2_click,C3,-0.078704998,10,0.999160288,0,FALSE,0,TRUE
22647,2024-02-01,A2_click,C2,-0.489988199,12,1.269672779,0,FALSE,0,TRUE
13609,2024-02-01,A2_click,C2,-0.622520434,9,1.121525347,0,FALSE,0,FALSE
18481,2024-02-01,A2_click,C3,-0.323431629,9,1.018715387,0,FALSE,0,TRUE
4142,2024-02-01,A2_click,C3,0.171107311,14,1.171561601,0,FALSE,0,TRUE
21266,2024-02-01,A2_click,C2,-0.992142582,6,1.054876133,32000,TRUE,1,TRUE
29283,2024-02-01,A2_click,C5,1.466150564,11,0.532693766,0,FALSE,0,TRUE
4507,2024-02-01,A2_click,C5,1.214057204,12,0.683917521,0,FALSE,0,TRUE
25925,2024-02-01,A2_click,C4,0.930596301,13,0.845923679,0,FALSE,0,FALSE
4712,2024-02-01,A2_click,C5,2.549504759,21,0.805979282,0,FALSE,0,FALSE
9354,2024-02-01,A3_add_to_cart,C3,-0.276605469,10,1.067187373,712000,TRUE,1,TRUE
28141,2024-02-01,A3_add_to_cart,C3,0.290963317,9,0.807520856,0,FALSE,0,TRUE
3900,2024-02-01,A3_add_to_cart,C5,2.257704973,15,0.518874522,0,FALSE,0,TRUE
18728,2024-02-01,A3_add_to_cart,C4,1.113382893,13,0.783091898,121000,TRUE,1,TRUE
17243,2024-02-01,A3_add_to_cart,C5,4.022090724,25,0.558059577,0,FALSE,0,TRUE
19400,2024-02-01,A4_checkout,C5,3.086181058,22,0.686068258,423000,TRUE,1,TRUE
28383,2024-02-01,A5_purchase,C3,-0.337820573,9,1.023661499,0,FALSE,0,FALSE
17508,2024-02-01,A5_purchase,C4,0.692299344,13,0.927836811,0,FALSE,0,TRUE
7535,2024-02-01,A5_purchase,C5,2.161042332,22,1.004079077,0,FALSE,0,TRUE
26709,2024-02-01,A5_purchase,C5,2.150311551,18,0.74949494,72000,TRUE,1,TRUE
28240,2024-02-01,A5_purchase,C5,1.500733202,15,0.77907897,62000,TRUE,1,TRUE
17446,2024-02-01,A5_purchase,C5,3.041140055,21,0.636982635,0,FALSE,0,FALSE
20159,2022-10-31,A0_no_activity,C1,,0,,0,FALSE,0,FALSE
10897,2022-10-31,A0_no_activity,C1,,0,,0,FALSE,0,FALSE
25939,2022-10-31,A2_click,C1,,1,,0,FALSE,0,FALSE
20017,2022-10-31,A1_view,C1,,2,,0,FALSE,0,FALSE
15082,2022-10-31,A2_click,C1,-1.719417245,3,1.111167799,0,FALSE,0,TRUE
16478,2022-10-31,A2_click,C4,0.418036147,6,0.57013576,0,FALSE,0,TRUE
29514,2022-10-31,A0_no_activity,C3,0.369090234,7,0.651528814,0,FALSE,0,TRUE
2369,2022-10-31,A2_click,C2,-1.396704141,8,1.3230781,0,FALSE,0,FALSE
22492,2022-10-31,A2_click,C3,0.375760289,8,0.713804217,0,FALSE,0,TRUE
13135,2022-10-31,A2_click,C1,-2.905714735,9,1.906359521,0,FALSE,0,TRUE
6324,2022-10-31,A3_add_to_cart,C3,0.395970017,9,0.771425441,0,FALSE,0,FALSE
1896,2022-10-31,A2_click,C3,-0.063474125,10,0.993924768,0,FALSE,0,TRUE
12323,2022-10-31,A4_checkout,C2,-1.127189209,10,1.359570368,0,FALSE,0,FALSE
4517,2022-10-31,A5_purchase,C2,-0.856526813,11,1.331100007,0,FALSE,0,FALSE
22353,2022-10-31,A5_purchase,C2,-1.670543197,11,1.610913195,0,FALSE,0,FALSE
13191,2022-10-31,A3_add_to_cart,C5,1.833903475,13,0.535417324,0,FALSE,0,FALSE
12084,2022-10-31,A2_click,C3,-0.051015383,14,1.247914928,0,FALSE,0,TRUE
18135,2022-10-31,A4_checkout,C3,0.240499315,14,1.147708521,0,FALSE,0,TRUE
415,2022-10-31,A3_add_to_cart,C2,-0.717454693,14,1.476999393,0,FALSE,0,FALSE
971,2022-10-31,A2_click,C4,1.129599063,15,0.906654077,0,FALSE,0,TRUE
11999,2022-10-31,A0_no_activity,C1,-2.905920584,4,1.58358931,24000,TRUE,1,TRUE
3790,2022-10-31,A3_add_to_cart,C4,0.994232026,10,0.630344703,108000,TRUE,1,TRUE
24181,2022-10-31,A2_click,C3,0.107870619,12,1.064162441,30000,TRUE,1,FALSE
21082,2022-10-31,A2_click,C4,1.131399559,14,0.841466973,302000,TRUE,1,TRUE
26159,2022-10-31,A2_click,C5,2.091843129,15,0.575888523,62000,TRUE,1,TRUE
22921,2022-10-31,A2_click,C5,1.947363917,16,0.690120569,165000,TRUE,1,TRUE
11246,2022-10-31,A2_click,C5,2.33615495,19,0.750180595,255000,TRUE,1,TRUE
21245,2024-07-22,A0_no_activity,C1,,1,,0,FALSE,0,TRUE
15370,2024-07-22,A0_no_activity,C1,,1,,0,FALSE,0,FALSE
21766,2024-07-22,A0_no_activity,C1,-1.757092598,3,1.124118473,0,FALSE,0,FALSE
18919,2024-07-22,A1_view,C2,-1.17001232,3,0.922313193,0,FALSE,0,FALSE
16604,2024-07-22,A1_view,C4,0.646991484,3,0.297729171,0,FALSE,0,FALSE
27551,2024-07-22,A1_view,C2,-0.819877583,4,0.866524698,0,FALSE,0,FALSE
20776,2024-07-22,A2_click,C3,-0.323711282,4,0.695970545,0,FALSE,0,TRUE
29707,2024-07-22,A1_view,C2,-0.576831667,5,0.847547334,0,FALSE,0,FALSE
29382,2024-07-22,A1_view,C2,-0.541988768,6,0.900138493,0,FALSE,0,FALSE
13948,2024-07-22,A2_click,C2,-1.0564366,7,1.141545006,0,FALSE,0,TRUE
15966,2024-07-22,A2_click,C2,-1.682767447,8,1.421410624,0,FALSE,0,TRUE
12710,2024-07-22,A2_click,C1,-3.389127238,8,2.007961439,0,FALSE,0,FALSE
22974,2024-07-22,A2_click,C2,-1.297969263,9,1.35370678,0,FALSE,0,TRUE
14302,2024-07-22,A3_add_to_cart,C2,-0.668359451,10,1.201850425,0,FALSE,0,TRUE
22960,2024-07-22,A2_click,C3,0.169350339,10,0.913892773,0,FALSE,0,FALSE
14853,2024-07-22,A2_click,C4,0.480587917,11,0.87147494,0,FALSE,0,TRUE
19490,2024-07-22,A2_click,C2,-1.420779889,12,1.589626769,0,FALSE,0,TRUE
11275,2024-07-22,A2_click,C3,0.272816687,12,1.007463232,191000,TRUE,1,TRUE
23236,2024-07-22,A1_view,C4,0.703448887,14,0.988572417,51000,TRUE,1,TRUE
24878,2024-07-22,A5_purchase,C5,1.294767082,14,0.785310379,0,FALSE,0,TRUE
22570,2024-07-22,A2_click,C5,1.885486923,16,0.71139041,0,FALSE,0,TRUE
25253,2024-07-22,A1_view,C5,2.39165953,20,0.795669427,0,FALSE,0,FALSE
16799,2024-07-22,A1_view,C5,1.897674606,20,0.965473744,0,FALSE,0,TRUE
13258,2024-07-22,A5_purchase,C5,3.747496069,24,0.587881628,0,FALSE,0,TRUE
29917,2023-07-26,A0_no_activity,C1,,0,,0,FALSE,0,TRUE
14374,2023-07-26,A0_no_activity,C1,,1,,0,FALSE,0,FALSE
3118,2023-07-26,A0_no_activity,C1,,2,,0,FALSE,0,FALSE
4269,2023-07-26,A0_no_activity,C2,-0.543946243,3,0.707106781,0,FALSE,0,TRUE
24183,2023-07-26,A0_no_activity,C3,0.304579619,11,0.931976723,0,FALSE,0,TRUE
23477,2023-07-26,A0_no_activity,C3,0.110236272,8,0.805076486,419000,TRUE,1,TRUE
2193,2023-07-26,A1_view,C1,,2,,0,FALSE,0,FALSE
2708,2023-07-26,A1_view,C2,-0.972673503,4,0.919047367,0,FALSE,0,FALSE
26534,2023-07-26,A1_view,C3,0.040328935,6,0.69997032,0,FALSE,0,FALSE
18374,2023-07-26,A1_view,C4,0.880699193,4,0.281961759,0,FALSE,0,FALSE
25143,2023-07-26,A1_view,C2,-0.460312849,8,1.001199281,0,FALSE,0,TRUE
3886,2023-07-26,A1_view,C5,1.458963124,14,0.728868987,52000,TRUE,1,TRUE
6731,2023-07-26,A1_view,C5,1.448179726,16,0.861712103,1456000,TRUE,7,TRUE
9841,2023-07-26,A2_click,C1,-1.852993495,3,1.157083824,0,FALSE,0,FALSE
15708,2023-07-26,A2_click,C2,-0.671004189,8,1.073623149,0,FALSE,0,TRUE
5920,2023-07-26,A2_click,C2,-1.029206543,6,1.067616645,62000,TRUE,1,FALSE
4475,2023-07-26,A2_click,C3,0.184130024,6,0.650539569,0,FALSE,0,FALSE
6905,2023-07-26,A2_click,C2,-1.144573516,10,1.365546117,0,FALSE,0,FALSE
22738,2023-07-26,A2_click,C4,1.127469291,13,0.778249785,25000,TRUE,1,FALSE
13213,2023-07-26,A2_click,C4,0.42244834,13,1.020596454,0,FALSE,0,TRUE
24764,2023-07-26,A2_click,C3,0.327095185,16,1.247078105,238000,TRUE,1,TRUE
6269,2023-07-26,A2_click,C4,0.668018095,13,0.936183342,0,FALSE,0,FALSE
12129,2023-07-26,A2_click,C3,0.328388347,17,1.311201782,0,FALSE,0,TRUE
23766,2023-07-26,A2_click,C5,2.468727131,16,0.510905131,0,FALSE,0,TRUE
21227,2023-07-26,A2_click,C5,1.621966515,11,0.479132979,117000,TRUE,1,TRUE
15233,2023-07-26,A2_click,C5,3.559574997,22,0.523341967,238000,TRUE,1,TRUE
1243,2023-07-26,A3_add_to_cart,C1,-2.64012573,9,1.815064914,0,FALSE,0,FALSE
23135,2023-07-26,A3_add_to_cart,C2,-0.536541259,8,1.027402334,398000,TRUE,1,FALSE
6786,2023-07-26,A3_add_to_cart,C3,0.399883361,13,1.028353029,546000,TRUE,1,TRUE
23772,2023-07-26,A3_add_to_cart,C5,1.355717711,12,0.635222582,0,FALSE,0,TRUE
14558,2023-07-26,A3_add_to_cart,C5,2.785063406,20,0.660439234,0,FALSE,0,TRUE
1611,2023-07-26,A5_purchase,C3,-0.253631779,11,1.123858501,0,FALSE,0,TRUE
15096,2023-07-26,A5_purchase,C5,2.260697378,21,0.905255065,0,FALSE,0,TRUE
2148,2023-07-26,A5_purchase,C4,1.105334571,17,1.044131237,194000,TRUE,1,TRUE
27835,2023-07-26,A5_purchase,C5,2.198130723,21,0.926761973,409000,TRUE,2,TRUE
13311,2024-08-31,A0_no_activity,C1,,1,,0,FALSE,0,TRUE
26162,2024-08-31,A0_no_activity,C1,,2,,0,FALSE,0,FALSE
4055,2024-08-31,A0_no_activity,C4,1.101713161,3,0.141421356,0,FALSE,0,TRUE
23798,2024-08-31,A0_no_activity,C3,-0.370304855,4,0.711986803,0,FALSE,0,FALSE
10929,2024-08-31,A0_no_activity,C3,0.305386488,6,0.608858396,0,FALSE,0,TRUE
13976,2024-08-31,A1_view,C3,-0.096756187,3,0.553387916,0,FALSE,0,FALSE
3851,2024-08-31,A1_view,C1,-1.764467049,4,1.19122159,0,FALSE,0,FALSE
13448,2024-08-31,A1_view,C3,0.323529411,11,0.925462847,0,FALSE,0,FALSE
23359,2024-08-31,A2_click,C2,-1.022828808,6,1.065424337,0,FALSE,0,FALSE
3257,2024-08-31,A2_click,C1,-3.945076575,9,2.263633841,0,FALSE,0,TRUE
24663,2024-08-31,A2_click,C3,0.075581451,9,0.881557064,0,FALSE,0,FALSE
2094,2024-08-31,A2_click,C4,0.544462223,9,0.720382147,0,FALSE,0,FALSE
20938,2024-08-31,A2_click,C3,0.169730863,10,0.91376197,0,FALSE,0,FALSE
3610,2024-08-31,A2_click,C2,-0.60594639,10,1.180396314,0,FALSE,0,TRUE
17683,2024-08-31,A2_click,C4,0.936746754,10,0.650104916,311000,TRUE,2,TRUE
26095,2024-08-31,A2_click,C3,0.385891388,11,0.904026296,0,FALSE,0,TRUE
24258,2024-08-31,A2_click,C4,0.797168802,12,0.827220377,0,FALSE,0,FALSE
19558,2024-08-31,A2_click,C4,0.883115294,12,0.797676793,0,FALSE,0,FALSE
7649,2024-08-31,A2_click,C3,-0.077346714,12,1.127829774,0,FALSE,0,FALSE
8602,2024-08-31,A3_add_to_cart,C2,-1.229774032,9,1.330265083,0,FALSE,0,TRUE
21851,2024-08-31,A3_add_to_cart,C5,2.966110455,23,0.791909993,22000,TRUE,1,TRUE
23751,2024-08-31,A4_checkout,C3,0.349859533,11,0.916412028,302000,TRUE,1,TRUE
2208,2024-08-31,A5_purchase,C5,1.33790042,13,0.705915362,179856.4,TRUE,1,FALSE
23539,2024-12-09,A0_no_activity,C5,1.371260822,3,0.048765985,0,FALSE,0,FALSE
24540,2024-12-09,A0_no_activity,C4,0.874761768,11,0.735980072,0,FALSE,0,TRUE
7983,2024-12-09,A0_no_activity,C1,,0,,0,FALSE,0,FALSE
19744,2024-12-09,A1_view,C5,1.407626385,14,0.746515679,0,FALSE,0,FALSE
19130,2024-12-09,A1_view,C4,0.862713602,10,0.675553362,0,FALSE,0,TRUE
5168,2024-12-09,A1_view,C4,0.963434352,12,0.770067604,0,FALSE,0,TRUE
14627,2024-12-09,A1_view,C3,-0.152869423,4,0.637244694,0,FALSE,0,FALSE
27101,2024-12-09,A2_click,C1,-2.18206178,8,1.593040019,0,FALSE,0,FALSE
9801,2024-12-09,A2_click,C3,0.311134614,8,0.736018901,0,FALSE,0,TRUE
1634,2024-12-09,A2_click,C2,-0.848478829,8,1.134628979,0,FALSE,0,TRUE
27936,2024-12-09,A2_click,C5,2.086315681,19,0.836061326,0,FALSE,0,FALSE
1142,2024-12-09,A2_click,C5,1.867942062,16,0.717421349,0,FALSE,0,TRUE
14932,2024-12-09,A2_click,C1,,2,,0,FALSE,0,FALSE
13978,2024-12-09,A2_click,C3,0.299277768,12,0.998367396,0,FALSE,0,FALSE
620,2024-12-09,A3_add_to_cart,C2,-0.95912516,11,1.366367566,0,FALSE,0,FALSE
29982,2024-12-09,A3_add_to_cart,C5,2.205828557,17,0.665843113,0,FALSE,0,FALSE
1463,2024-12-09,A5_purchase,C5,1.953015829,15,0.623609564,0,FALSE,0,TRUE
26847,2024-12-09,A5_purchase,C2,-0.635799919,9,1.12609009,0,FALSE,0,TRUE
9288,2024-12-09,A0_no_activity,C1,,1,,12000,TRUE,1,TRUE
12433,2024-12-09,A2_click,C3,-0.220079718,6,0.789484213,18000,TRUE,1,FALSE
7313,2024-12-09,A2_click,C4,0.440350392,10,0.82073815,207000,TRUE,1,FALSE
5665,2024-12-09,A2_click,C5,2.484418347,18,0.634647759,306000,TRUE,1,TRUE
16377,2024-12-09,A3_add_to_cart,C5,1.522849688,20,1.094317534,52000,TRUE,1,TRUE
4525,2024-12-09,A4_checkout,C3,0.236476273,11,0.955386835,191000,TRUE,1,TRUE
26686,2024-12-09,A3_add_to_cart,C2,-0.928904357,10,1.291411154,126441.4,TRUE,2,FALSE
25673,2023-02-02,A0_no_activity,C1,,2,,0,FALSE,0,FALSE
14704,2023-02-02,A1_view,C1,,2,,0,FALSE,0,FALSE
17231,2023-02-02,A0_no_activity,C1,,2,,0,FALSE,0,FALSE
2099,2023-02-02,A1_view,C1,,2,,0,FALSE,0,TRUE
8316,2023-02-02,A0_no_activity,C4,1.019430191,3,0.169705627,0,FALSE,0,FALSE
4069,2023-02-02,A1_view,C3,0.118251196,5,0.608616822,0,FALSE,0,FALSE
15154,2023-02-02,A1_view,C2,-0.663259904,5,0.877256516,0,FALSE,0,FALSE
28220,2023-02-02,A1_view,C2,-0.427582284,6,0.86081196,0,FALSE,0,FALSE
18323,2023-02-02,A1_view,C4,0.602055371,10,0.765153046,0,FALSE,0,TRUE
6124,2023-02-02,A1_view,C2,-0.687017944,9,1.143695975,0,FALSE,0,FALSE
13089,2023-02-02,A2_click,C2,-0.639386993,10,1.191891318,0,FALSE,0,TRUE
23047,2023-02-02,A2_click,C4,0.4547881,14,1.074048052,0,FALSE,0,FALSE
11669,2023-02-02,A2_click,C2,-0.496285382,10,1.142701009,0,FALSE,0,FALSE
13296,2023-02-02,A2_click,C2,-1.695756873,10,1.555012049,0,FALSE,0,FALSE
11770,2023-02-02,A2_click,C4,1.144771954,10,0.578597517,0,FALSE,0,TRUE
10580,2023-02-02,A1_view,C3,0.261588823,11,0.946754548,0,FALSE,0,TRUE
5170,2023-02-02,A1_view,C3,0.062411923,10,0.950652204,0,FALSE,0,TRUE
22489,2023-02-02,A2_click,C5,1.724425688,13,0.573049649,57000,TRUE,1,TRUE
27921,2023-02-02,A2_click,C4,0.904617787,8,0.532012665,0,FALSE,0,TRUE
13951,2023-02-02,A2_click,C4,1.122359643,14,0.844574389,0,FALSE,0,TRUE
4483,2023-02-02,A1_view,C5,1.679816466,18,0.911224768,0,FALSE,0,TRUE
22731,2023-02-02,A1_view,C5,2.469283077,17,0.575282222,46000,TRUE,1,TRUE
18616,2023-02-02,A2_click,C4,0.650492765,13,0.942207568,29000,TRUE,1,FALSE
13845,2023-02-02,A5_purchase,C2,-0.387390839,9,1.040700977,0,FALSE,0,TRUE
13699,2023-02-02,A3_add_to_cart,C3,0.095723764,7,0.745496878,0,FALSE,0,TRUE
3415,2023-02-02,A3_add_to_cart,C3,0.325953107,16,1.247470687,235000,TRUE,1,TRUE
16543,2023-02-02,A3_add_to_cart,C3,0.356515259,13,1.043260551,32000,TRUE,1,TRUE
4348,2023-02-02,A3_add_to_cart,C5,3.127831491,22,0.671751175,475000,TRUE,1,TRUE
7391,2023-02-02,A4_checkout,C5,2.711009312,17,0.492190297,452000,TRUE,1,TRUE
23628,2023-02-01,A2_click,C1,,1,,0,FALSE,0,FALSE
3065,2023-02-01,A2_click,C1,,2,,0,FALSE,0,FALSE
20804,2023-02-01,A1_view,C1,,2,,0,FALSE,0,FALSE
16115,2023-02-01,A1_view,C1,,2,,0,FALSE,0,FALSE
19347,2023-02-01,A1_view,C5,1.341705157,3,0.058925565,0,FALSE,0,TRUE
8335,2023-02-01,A3_add_to_cart,C1,-1.83685376,10,1.603513247,0,FALSE,0,FALSE
29905,2023-02-01,A3_add_to_cart,C2,-0.873869845,12,1.401629763,0,FALSE,0,TRUE
9415,2023-02-01,A2_click,C4,0.689642642,11,0.799613648,0,FALSE,0,FALSE
20351,2023-02-01,A2_click,C2,-0.692540061,12,1.339298751,0,FALSE,0,TRUE
25008,2023-02-01,A1_view,C3,0.353304902,12,0.979795897,0,FALSE,0,FALSE
14401,2023-02-01,A2_click,C4,0.833121221,12,0.814861951,0,FALSE,0,TRUE
19111,2023-02-01,A2_click,C5,1.203009223,11,0.623147003,0,FALSE,0,TRUE
4486,2023-02-01,A3_add_to_cart,C5,1.317036933,12,0.648518865,0,FALSE,0,FALSE
17923,2023-02-01,A2_click,C4,0.569790586,13,0.969948452,0,FALSE,0,FALSE
2137,2023-02-01,A1_view,C5,1.542656381,13,0.635531744,0,FALSE,0,TRUE
17831,2023-02-01,A2_click,C5,1.34640982,15,0.832126696,0,FALSE,0,TRUE
20011,2023-02-01,A0_no_activity,C2,-0.571838127,6,0.910399029,24000,TRUE,1,TRUE
2074,2023-02-01,A2_click,C1,-2.011535921,12,1.792695567,572000,TRUE,1,FALSE
4215,2023-02-01,A2_click,C4,0.972171274,15,0.960768923,644000,TRUE,4,TRUE
27687,2023-02-01,A2_click,C5,1.369227623,15,0.824283215,264000,TRUE,1,FALSE
10138,2023-02-01,A2_click,C3,0.243131289,11,0.953099213,246000,TRUE,1,FALSE
27803,2023-02-01,A1_view,C4,1.161779963,15,0.895592088,822000,TRUE,1,TRUE
15949,2023-02-01,A2_click,C5,2.329758569,19,0.752379312,157000,TRUE,2,TRUE
28344,2022-02-03,A0_no_activity,C1,,0,,0,FALSE,0,FALSE
17418,2022-02-03,A0_no_activity,C1,,1,,0,FALSE,0,FALSE
9544,2022-02-03,A0_no_activity,C1,,2,,0,FALSE,0,FALSE
25339,2022-02-03,A1_view,C1,,2,,0,FALSE,0,FALSE
